,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,fweight,maxEducLevel,college,regSalud,pea,formal,microEmpresa,sizeFirm,y_salary_m_hu
19643,8,3,1,34,9.0,1.0,60.0,235,7.0,0,1.0,1,1.0,0.0,5.0,15555
19648,8,3,0,62,78.0,1.0,48.0,306,3.0,0,1.0,1,0.0,0.0,5.0,3797
19658,8,3,1,35,36.0,1.0,48.0,202,7.0,0,1.0,1,1.0,0.0,5.0,4861
19663,8,3,1,25,11.0,1.0,40.0,282,7.0,0,1.0,1,1.0,0.0,5.0,9625
19666,8,6,0,51,30.0,3.0,48.0,261,4.0,0,1.0,1,1.0,1.0,1.0,4375
19669,8,2,1,51,240.0,2.0,48.0,250,6.0,1,1.0,1,1.0,0.0,5.0,7291
19671,8,2,0,26,24.0,1.0,40.0,250,7.0,0,1.0,1,1.0,0.0,5.0,4557
19672,8,2,0,27,1.0,1.0,48.0,250,7.0,0,1.0,1,1.0,1.0,2.0,3797
19674,8,1,0,25,36.0,1.0,48.0,232,6.0,1,1.0,1,1.0,0.0,5.0,5833
19676,8,2,0,28,18.0,1.0,48.0,272,6.0,1,1.0,1,1.0,0.0,4.0,4375
19677,8,2,1,31,26.0,1.0,48.0,226,7.0,0,1.0,1,1.0,0.0,5.0,3888
19692,8,2,1,35,48.0,1.0,60.0,256,7.0,0,1.0,1,1.0,0.0,5.0,12444
19699,8,3,1,30,2.0,1.0,25.0,357,6.0,1,1.0,1,0.0,0.0,3.0,3733
19701,8,1,0,25,72.0,1.0,60.0,272,6.0,1,1.0,1,1.0,0.0,5.0,3038
19704,8,3,1,24,24.0,1.0,48.0,182,7.0,0,1.0,1,0.0,1.0,2.0,3797
19707,8,3,0,19,1.0,1.0,22.0,142,6.0,1,,1,0.0,1.0,2.0,3818
19709,8,3,1,21,5.0,1.0,40.0,142,7.0,0,,1,0.0,0.0,4.0,5833
19723,8,2,0,35,3.0,1.0,48.0,196,6.0,1,,1,0.0,1.0,2.0,3500
19725,8,6,1,41,36.0,1.0,40.0,256,7.0,0,1.0,1,1.0,0.0,3.0,110833
19726,8,6,0,42,60.0,1.0,40.0,256,7.0,0,1.0,1,1.0,0.0,5.0,58333
19739,8,1,0,32,3.0,1.0,48.0,227,6.0,1,1.0,1,1.0,0.0,5.0,3797
19742,8,2,1,45,48.0,1.0,48.0,227,6.0,1,1.0,1,1.0,0.0,5.0,7777
19745,8,2,0,39,24.0,1.0,48.0,232,6.0,1,1.0,1,1.0,0.0,5.0,3797
19749,8,2,0,43,36.0,1.0,40.0,317,6.0,1,1.0,1,1.0,0.0,3.0,4557
19754,8,1,1,31,8.0,1.0,48.0,294,6.0,1,1.0,1,1.0,0.0,5.0,4083
19755,8,1,0,33,60.0,1.0,60.0,294,6.0,1,1.0,1,1.0,0.0,5.0,3888
19760,8,2,0,29,11.0,1.0,48.0,317,7.0,0,1.0,1,1.0,0.0,5.0,4861
19765,8,1,1,46,104.0,1.0,48.0,286,7.0,0,1.0,1,1.0,0.0,5.0,6319
19768,8,3,0,54,384.0,2.0,40.0,190,7.0,0,1.0,1,1.0,0.0,5.0,37333
19770,8,2,1,36,10.0,1.0,72.0,232,7.0,0,1.0,1,1.0,0.0,3.0,2722
19771,8,2,0,31,96.0,1.0,48.0,232,6.0,1,1.0,1,1.0,0.0,5.0,8526
19779,8,2,1,18,24.0,1.0,48.0,242,6.0,1,1.0,1,0.0,1.0,2.0,4861
19785,8,2,0,40,1.0,1.0,32.0,256,7.0,0,,1,0.0,1.0,2.0,5250
19795,8,3,1,38,108.0,1.0,48.0,286,7.0,0,1.0,1,1.0,0.0,5.0,7734
19796,8,3,1,26,60.0,1.0,40.0,286,7.0,0,1.0,1,1.0,0.0,5.0,6708
19798,8,2,1,23,20.0,1.0,36.0,205,6.0,1,1.0,1,1.0,0.0,5.0,5215
19801,8,2,1,32,48.0,2.0,60.0,228,6.0,1,1.0,1,1.0,0.0,5.0,5444
19818,8,2,1,36,36.0,1.0,48.0,282,6.0,1,1.0,1,1.0,0.0,5.0,3797
19819,8,3,1,50,1.0,2.0,30.0,169,7.0,0,1.0,1,1.0,0.0,5.0,15555
19831,8,2,1,37,101.0,1.0,40.0,291,7.0,0,1.0,1,1.0,0.0,5.0,18357
19832,8,2,0,34,7.0,1.0,45.0,291,7.0,0,1.0,1,1.0,0.0,4.0,10370
19835,8,2,1,45,6.0,1.0,48.0,301,7.0,0,1.0,1,1.0,0.0,5.0,3797
19842,8,2,1,63,7.0,1.0,50.0,298,4.0,0,1.0,1,1.0,0.0,4.0,6533
19843,8,2,0,56,8.0,3.0,12.0,298,4.0,0,3.0,1,0.0,1.0,1.0,2916
19844,8,2,1,28,3.0,1.0,48.0,298,6.0,1,1.0,1,1.0,0.0,4.0,5201
19847,8,1,0,47,212.0,1.0,48.0,211,5.0,0,1.0,1,1.0,0.0,5.0,2916
19852,8,1,1,31,96.0,1.0,45.0,328,7.0,0,1.0,1,1.0,0.0,5.0,9219
19853,8,1,0,26,5.0,1.0,48.0,328,6.0,1,1.0,1,1.0,0.0,5.0,3797
19858,8,1,0,40,11.0,1.0,66.0,225,7.0,0,1.0,1,1.0,0.0,5.0,4242
19859,8,1,0,38,96.0,1.0,48.0,225,6.0,1,1.0,1,1.0,1.0,2.0,3797
19861,8,2,1,27,84.0,1.0,48.0,277,5.0,0,1.0,1,1.0,0.0,5.0,4681
19862,8,2,0,52,18.0,1.0,48.0,148,4.0,0,,1,0.0,0.0,4.0,3797
19863,8,2,0,21,30.0,1.0,48.0,148,7.0,0,1.0,1,1.0,0.0,5.0,55902
19864,8,2,0,19,3.0,1.0,48.0,148,7.0,0,1.0,1,1.0,0.0,4.0,3888
19867,8,1,1,50,9.0,1.0,48.0,241,4.0,0,,1,0.0,1.0,2.0,1944
19869,8,1,0,25,15.0,1.0,48.0,241,6.0,1,1.0,1,1.0,0.0,4.0,3797
19871,8,2,1,27,12.0,1.0,48.0,242,7.0,0,1.0,1,1.0,0.0,5.0,7291
19872,8,2,0,23,22.0,1.0,48.0,242,7.0,0,1.0,1,1.0,0.0,4.0,3797
19876,8,1,0,35,1.0,1.0,53.0,273,7.0,0,1.0,1,0.0,0.0,5.0,3439
19882,8,1,1,33,1.0,1.0,48.0,311,6.0,1,,1,0.0,0.0,4.0,1215
19884,8,1,1,22,3.0,1.0,30.0,311,7.0,0,1.0,1,1.0,0.0,5.0,7777
19888,8,1,0,45,6.0,1.0,48.0,162,6.0,1,1.0,1,1.0,0.0,5.0,3888
19889,8,1,0,25,35.0,1.0,45.0,162,6.0,1,1.0,1,1.0,0.0,5.0,4050
19892,8,2,0,51,156.0,2.0,40.0,226,7.0,0,2.0,1,1.0,0.0,5.0,11083
19899,8,4,0,38,60.0,1.0,48.0,282,7.0,0,1.0,1,1.0,1.0,2.0,6805
19909,8,4,0,37,24.0,1.0,45.0,256,7.0,0,1.0,1,1.0,0.0,5.0,16469
19910,8,2,0,43,48.0,1.0,48.0,406,3.0,0,1.0,1,1.0,0.0,5.0,3797
19911,8,2,1,48,1.0,1.0,48.0,406,5.0,0,1.0,1,1.0,0.0,3.0,5123
19915,8,3,0,39,78.0,1.0,60.0,182,7.0,0,1.0,1,1.0,0.0,4.0,25277
19916,8,3,0,21,36.0,1.0,40.0,182,7.0,0,1.0,1,1.0,0.0,5.0,8166
19921,8,2,1,43,6.0,1.0,48.0,533,4.0,0,1.0,1,1.0,0.0,4.0,3888
19923,8,2,1,45,140.0,1.0,48.0,533,4.0,0,1.0,1,1.0,0.0,4.0,3888
19949,8,2,0,22,3.0,1.0,50.0,624,6.0,1,3.0,1,0.0,1.0,2.0,3966
19950,8,3,0,52,12.0,1.0,48.0,190,6.0,1,1.0,1,1.0,0.0,5.0,151
19952,8,3,0,33,2.0,1.0,48.0,190,7.0,0,1.0,1,1.0,0.0,5.0,5833
19956,8,3,0,40,48.0,1.0,48.0,220,7.0,0,1.0,1,1.0,0.0,4.0,5104
19963,8,4,1,47,180.0,1.0,48.0,256,7.0,0,1.0,1,1.0,0.0,5.0,12152
19967,8,6,1,46,44.0,1.0,50.0,301,7.0,0,1.0,1,1.0,0.0,4.0,65333
19968,8,6,0,40,10.0,1.0,40.0,301,7.0,0,1.0,1,1.0,0.0,5.0,35000
19974,8,2,1,51,2.0,1.0,72.0,591,3.0,0,1.0,1,1.0,0.0,3.0,3240
19975,8,2,1,23,9.0,1.0,48.0,591,6.0,1,1.0,1,1.0,0.0,5.0,3797
19980,8,3,0,23,48.0,1.0,48.0,187,7.0,0,1.0,1,1.0,0.0,4.0,4375
19981,8,3,1,21,12.0,1.0,48.0,187,7.0,0,1.0,1,1.0,0.0,5.0,3888
19984,8,2,0,34,0.0,1.0,56.0,182,5.0,0,1.0,1,1.0,0.0,4.0,3255
19989,8,2,0,28,2.0,1.0,48.0,220,6.0,1,1.0,1,1.0,0.0,5.0,3888
19995,8,2,1,25,2.0,1.0,48.0,232,6.0,1,1.0,1,1.0,0.0,5.0,5201
20000,8,2,0,26,10.0,1.0,48.0,187,7.0,0,1.0,1,1.0,0.0,5.0,13611
20001,8,2,1,23,9.0,1.0,48.0,179,7.0,0,1.0,1,1.0,0.0,5.0,4131
20009,8,2,1,46,18.0,2.0,40.0,148,7.0,0,2.0,1,1.0,0.0,5.0,17500
20011,8,2,0,21,12.0,1.0,48.0,148,7.0,0,1.0,1,1.0,0.0,5.0,4861
20012,8,2,1,20,5.0,1.0,16.0,148,7.0,0,1.0,1,1.0,0.0,5.0,10208
20013,8,2,1,22,36.0,1.0,48.0,148,6.0,1,1.0,1,1.0,0.0,5.0,5833
20028,8,2,1,19,5.0,1.0,60.0,287,6.0,1,,1,0.0,0.0,3.0,3111
20030,8,4,1,35,18.0,1.0,84.0,232,7.0,0,1.0,1,1.0,0.0,5.0,17444
20031,8,4,0,26,4.0,1.0,84.0,232,7.0,0,1.0,1,1.0,0.0,5.0,10666
20032,8,2,0,47,14.0,1.0,48.0,202,7.0,0,1.0,1,1.0,0.0,5.0,3797
20034,8,2,0,63,12.0,1.0,48.0,202,5.0,0,1.0,1,0.0,1.0,2.0,3888
20036,8,2,0,28,2.0,1.0,70.0,153,6.0,1,3.0,1,0.0,1.0,2.0,3466
20040,8,2,1,23,6.0,1.0,54.0,153,6.0,1,,1,0.0,1.0,2.0,3888
20041,8,2,1,58,120.0,2.0,40.0,271,7.0,0,1.0,1,1.0,0.0,5.0,7000
20043,8,2,0,43,96.0,1.0,48.0,136,5.0,0,1.0,1,1.0,0.0,4.0,3797
20049,8,2,1,24,3.0,1.0,50.0,136,7.0,0,1.0,1,1.0,0.0,5.0,4666
20053,8,2,0,38,48.0,1.0,48.0,235,4.0,0,1.0,1,1.0,0.0,5.0,3888
20059,8,2,0,22,1.0,1.0,40.0,168,7.0,0,1.0,1,1.0,0.0,5.0,6416
20060,8,2,0,22,1.0,1.0,40.0,168,7.0,0,,1,0.0,0.0,5.0,4083
20064,8,2,1,26,24.0,1.0,66.0,242,7.0,0,1.0,1,1.0,0.0,5.0,2761
20067,8,2,0,54,348.0,2.0,48.0,188,7.0,0,1.0,1,1.0,0.0,5.0,6319
20068,8,2,0,26,21.0,1.0,48.0,188,7.0,0,1.0,1,1.0,0.0,5.0,9722
20085,8,3,1,49,24.0,1.0,48.0,256,6.0,1,1.0,1,1.0,0.0,3.0,3797
20096,8,3,1,47,12.0,1.0,55.0,182,4.0,0,1.0,1,1.0,0.0,3.0,6787
20110,8,3,0,45,96.0,1.0,50.0,222,7.0,0,1.0,1,1.0,0.0,5.0,28000
20112,8,3,0,49,12.0,1.0,48.0,177,4.0,0,3.0,1,0.0,1.0,2.0,4618
20113,8,3,0,18,8.0,1.0,42.0,177,7.0,0,1.0,1,1.0,0.0,5.0,3100
20119,8,3,0,42,2.0,1.0,42.0,197,7.0,0,1.0,1,0.0,0.0,3.0,4341
20122,8,3,0,35,36.0,1.0,48.0,241,7.0,0,1.0,1,1.0,0.0,5.0,4861
20126,8,3,1,56,7.0,1.0,48.0,282,6.0,1,1.0,1,1.0,0.0,4.0,3888
20127,8,3,1,30,18.0,1.0,48.0,282,7.0,0,1.0,1,1.0,0.0,4.0,9722
20135,8,3,0,42,36.0,1.0,48.0,306,6.0,1,1.0,1,1.0,0.0,5.0,3797
20139,8,3,0,20,11.0,1.0,48.0,223,7.0,0,1.0,1,1.0,0.0,5.0,5833
20142,8,3,0,44,133.0,1.0,48.0,232,7.0,0,1.0,1,1.0,0.0,5.0,5833
20146,8,3,0,46,48.0,1.0,48.0,241,7.0,0,1.0,1,1.0,0.0,5.0,9187
20149,8,2,1,49,11.0,1.0,72.0,481,4.0,0,3.0,1,0.0,0.0,3.0,3888
20150,8,2,0,45,7.0,1.0,60.0,481,4.0,0,3.0,1,0.0,0.0,3.0,3111
20160,8,3,0,26,36.0,1.0,48.0,301,7.0,0,1.0,1,1.0,0.0,4.0,10208
20163,8,3,1,43,156.0,1.0,40.0,257,7.0,0,1.0,1,1.0,0.0,5.0,14000
20164,8,3,1,37,48.0,1.0,35.0,257,7.0,0,1.0,1,1.0,0.0,5.0,21666
20166,8,2,1,24,12.0,1.0,84.0,399,7.0,0,1.0,1,0.0,0.0,3.0,3888
20169,8,3,1,37,3.0,1.0,48.0,307,6.0,1,1.0,1,1.0,0.0,5.0,3797
20170,8,3,0,35,42.0,1.0,48.0,307,6.0,1,1.0,1,1.0,0.0,5.0,3888
20174,8,4,0,26,36.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,5.0,12152
20190,8,3,0,35,2.0,3.0,48.0,273,6.0,1,3.0,1,0.0,1.0,1.0,2916
20191,8,3,1,26,12.0,1.0,48.0,247,7.0,0,1.0,1,1.0,0.0,3.0,15555
20194,8,2,0,41,2.0,1.0,48.0,256,7.0,0,1.0,1,1.0,0.0,4.0,8750
20195,8,2,1,28,14.0,1.0,48.0,218,6.0,1,1.0,1,1.0,0.0,4.0,4375
20196,8,2,0,22,1.0,1.0,50.0,218,7.0,0,1.0,1,1.0,0.0,5.0,3500
20197,8,3,0,56,264.0,1.0,50.0,218,7.0,0,1.0,1,1.0,0.0,4.0,17266
20200,8,3,1,26,24.0,1.0,60.0,211,6.0,1,,1,0.0,1.0,2.0,3038
20201,8,3,1,20,12.0,1.0,60.0,211,6.0,1,,1,0.0,1.0,2.0,3038
20206,8,2,0,22,5.0,3.0,35.0,607,6.0,1,3.0,1,0.0,1.0,1.0,5333
20210,8,2,0,44,218.0,1.0,48.0,190,6.0,1,1.0,1,1.0,0.0,4.0,3797
20213,8,3,0,37,30.0,1.0,48.0,216,7.0,0,1.0,1,1.0,0.0,5.0,14583
20215,8,2,1,43,4.0,1.0,50.0,247,4.0,0,,1,0.0,1.0,2.0,6533
20222,8,3,0,49,324.0,1.0,48.0,232,6.0,1,1.0,1,1.0,1.0,2.0,9722
20226,8,2,0,25,6.0,1.0,48.0,226,7.0,0,1.0,1,1.0,0.0,5.0,3888
20229,8,2,0,26,36.0,1.0,40.0,296,7.0,0,1.0,1,1.0,0.0,4.0,6708
20231,8,3,0,26,1.0,1.0,36.0,232,7.0,0,1.0,1,1.0,0.0,4.0,19444
20243,8,3,1,38,240.0,2.0,80.0,256,6.0,1,2.0,1,1.0,0.0,5.0,7291
20244,8,3,0,35,15.0,1.0,48.0,256,7.0,0,1.0,1,1.0,0.0,4.0,11666
20248,8,1,1,58,84.0,1.0,12.0,302,4.0,0,3.0,1,0.0,1.0,2.0,3888
20255,8,1,0,25,24.0,2.0,48.0,291,7.0,0,2.0,1,1.0,0.0,5.0,7777
20258,8,3,0,28,48.0,2.0,40.0,217,7.0,0,1.0,1,1.0,0.0,5.0,22750
20261,8,1,0,21,6.0,1.0,24.0,247,7.0,0,3.0,1,0.0,1.0,2.0,2916
20263,8,2,1,31,1.0,1.0,60.0,436,6.0,1,,1,0.0,1.0,2.0,2800
20268,8,2,1,31,29.0,1.0,72.0,277,6.0,1,1.0,1,1.0,0.0,4.0,4537
20273,8,2,1,36,240.0,1.0,72.0,736,6.0,1,1.0,1,1.0,0.0,5.0,3240
20276,8,2,0,45,5.0,1.0,48.0,217,5.0,0,1.0,1,1.0,0.0,4.0,3797
20282,8,3,1,48,63.0,1.0,60.0,247,6.0,1,1.0,1,1.0,0.0,4.0,4277
20283,8,3,0,49,2.0,3.0,8.0,247,6.0,1,1.0,1,0.0,1.0,1.0,2333
20284,8,3,0,21,11.0,1.0,11.0,247,6.0,1,1.0,1,0.0,0.0,5.0,1060
20286,8,4,0,31,6.0,1.0,50.0,197,7.0,0,1.0,1,1.0,0.0,4.0,16333
20287,8,4,0,20,1.0,1.0,5.0,197,7.0,0,1.0,1,0.0,1.0,1.0,9333
20291,8,3,1,47,60.0,1.0,60.0,256,5.0,0,,1,0.0,1.0,2.0,3694
20294,8,3,0,55,24.0,3.0,9.0,261,4.0,0,1.0,1,0.0,1.0,1.0,2333
20297,8,3,1,33,7.0,1.0,48.0,247,7.0,0,1.0,1,1.0,0.0,5.0,6805
20301,8,3,1,38,204.0,2.0,80.0,235,7.0,0,2.0,1,1.0,0.0,5.0,8458
20302,8,3,0,29,60.0,1.0,48.0,235,7.0,0,1.0,1,1.0,0.0,5.0,18180
20306,8,3,0,40,40.0,1.0,48.0,243,7.0,0,1.0,1,1.0,0.0,5.0,10694
20308,8,3,1,25,2.0,1.0,36.0,277,7.0,0,1.0,1,1.0,0.0,5.0,6481
20309,8,3,0,25,12.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,3.0,4083
20311,8,3,1,51,216.0,1.0,48.0,198,7.0,0,1.0,1,1.0,0.0,3.0,9722
20313,8,3,0,23,36.0,1.0,30.0,198,7.0,0,1.0,1,1.0,0.0,3.0,6076
20315,8,3,0,19,16.0,1.0,52.0,218,6.0,1,3.0,1,0.0,0.0,4.0,4038
20318,8,1,0,26,96.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,5.0,5347
20319,8,1,1,30,24.0,1.0,48.0,277,6.0,1,1.0,1,1.0,0.0,5.0,3797
20321,8,1,1,59,4.0,1.0,48.0,282,3.0,0,1.0,1,0.0,1.0,2.0,7291
20327,8,3,0,32,96.0,1.0,46.0,266,7.0,0,1.0,1,1.0,0.0,5.0,10144
20334,8,3,0,20,16.0,1.0,24.0,253,6.0,1,1.0,1,1.0,0.0,5.0,10013
20335,8,3,0,30,72.0,1.0,45.0,253,7.0,0,1.0,1,1.0,0.0,5.0,6740
20336,8,3,1,32,150.0,2.0,96.0,253,6.0,1,2.0,1,1.0,0.0,5.0,3689
20337,8,3,0,57,240.0,1.0,48.0,253,7.0,0,1.0,1,1.0,0.0,5.0,5104
20342,8,3,0,55,24.0,3.0,8.0,223,5.0,0,1.0,1,1.0,1.0,1.0,4666
20343,8,3,1,53,192.0,1.0,54.0,223,6.0,1,1.0,1,1.0,0.0,4.0,6481
20345,8,1,1,26,28.0,1.0,48.0,247,6.0,1,1.0,1,1.0,0.0,5.0,4861
20350,8,4,0,34,4.0,1.0,40.0,226,7.0,0,1.0,1,1.0,1.0,2.0,18666
20359,8,4,1,39,60.0,2.0,48.0,310,7.0,0,1.0,1,1.0,0.0,5.0,15555
20361,8,4,0,39,36.0,1.0,48.0,310,7.0,0,1.0,1,1.0,0.0,4.0,12638
20363,8,3,0,62,8.0,1.0,8.0,205,3.0,0,3.0,1,0.0,1.0,2.0,2916
20366,8,1,1,23,0.0,1.0,48.0,237,6.0,1,1.0,1,1.0,0.0,4.0,3797
20367,8,1,0,24,12.0,1.0,48.0,237,7.0,0,1.0,1,1.0,0.0,5.0,3797
20370,8,1,1,44,32.0,1.0,48.0,256,5.0,0,1.0,1,1.0,0.0,4.0,6319
20376,8,1,0,51,96.0,1.0,48.0,212,4.0,0,1.0,1,1.0,0.0,3.0,3797
20378,8,1,1,37,96.0,1.0,48.0,212,7.0,0,1.0,1,1.0,0.0,3.0,7291
20387,8,3,1,61,120.0,3.0,48.0,256,7.0,0,1.0,1,1.0,1.0,2.0,4861
20389,8,3,1,60,3.0,1.0,70.0,235,4.0,0,1.0,1,1.0,0.0,5.0,5333
20390,8,3,1,24,36.0,1.0,45.0,235,7.0,0,1.0,1,1.0,0.0,5.0,7777
20396,8,3,1,54,120.0,1.0,48.0,226,6.0,1,1.0,1,1.0,0.0,5.0,3797
20397,8,3,0,21,5.0,1.0,30.0,218,7.0,0,1.0,1,1.0,0.0,5.0,8555
20398,8,3,1,30,6.0,1.0,48.0,218,5.0,0,1.0,1,1.0,0.0,5.0,5250
20399,8,3,0,46,72.0,1.0,48.0,246,6.0,1,3.0,1,0.0,1.0,2.0,3888
20402,8,3,0,25,36.0,1.0,48.0,246,7.0,0,1.0,1,1.0,0.0,5.0,3888
20405,8,3,0,46,12.0,1.0,48.0,193,6.0,1,1.0,1,1.0,0.0,3.0,4375
20410,8,3,0,21,3.0,1.0,48.0,163,7.0,0,1.0,1,0.0,0.0,5.0,3797
20411,8,3,0,18,3.0,1.0,60.0,163,7.0,0,3.0,1,0.0,1.0,2.0,3038
20412,8,3,1,23,8.0,1.0,48.0,163,7.0,0,1.0,1,1.0,0.0,5.0,3797
20414,8,4,1,58,36.0,2.0,40.0,206,7.0,0,2.0,1,1.0,0.0,5.0,18666
20415,8,4,0,38,7.0,1.0,48.0,206,7.0,0,1.0,1,1.0,0.0,4.0,6805
20419,8,3,1,49,48.0,1.0,45.0,182,6.0,1,1.0,1,1.0,0.0,5.0,6222
20422,8,3,0,48,168.0,1.0,48.0,241,7.0,0,1.0,1,1.0,0.0,4.0,8020
20426,8,2,1,54,7.0,1.0,48.0,174,6.0,1,1.0,1,1.0,0.0,5.0,13597
20430,8,2,0,48,24.0,3.0,40.0,201,6.0,1,3.0,1,0.0,1.0,1.0,4557
20432,8,2,1,20,4.0,1.0,66.0,201,5.0,0,1.0,1,1.0,0.0,3.0,2761
20434,8,2,1,65,10.0,1.0,14.0,238,4.0,0,1.0,1,1.0,1.0,2.0,5000
20436,8,2,0,40,3.0,1.0,45.0,238,7.0,0,1.0,1,1.0,0.0,5.0,9851
20437,8,2,1,36,120.0,1.0,45.0,238,7.0,0,1.0,1,1.0,0.0,5.0,9022
20446,8,2,1,36,24.0,1.0,48.0,179,6.0,1,1.0,1,1.0,0.0,3.0,5833
20451,8,2,0,54,60.0,1.0,48.0,267,6.0,1,1.0,1,1.0,0.0,5.0,5833
20453,8,2,1,27,60.0,1.0,48.0,267,7.0,0,1.0,1,1.0,0.0,5.0,4861
20454,8,2,0,56,108.0,1.0,48.0,267,5.0,0,1.0,1,1.0,0.0,3.0,3797
20455,8,3,0,63,43.0,1.0,48.0,246,7.0,0,1.0,1,1.0,0.0,4.0,3797
20457,8,2,0,43,132.0,1.0,48.0,231,7.0,0,1.0,1,1.0,0.0,5.0,9926
20458,8,3,0,52,43.0,1.0,40.0,226,7.0,0,1.0,1,1.0,0.0,4.0,4557
20461,8,2,1,38,252.0,2.0,40.0,235,7.0,0,2.0,1,1.0,0.0,5.0,9800
20464,8,4,0,30,18.0,1.0,48.0,235,7.0,0,1.0,1,1.0,0.0,5.0,14583
20469,8,2,0,47,24.0,1.0,20.0,222,7.0,0,3.0,1,0.0,1.0,2.0,5250
20471,8,2,0,53,300.0,1.0,44.0,222,7.0,0,1.0,1,1.0,0.0,4.0,4507
20474,8,2,1,47,187.0,1.0,48.0,182,7.0,0,1.0,1,1.0,0.0,5.0,29166
20477,8,4,1,44,84.0,1.0,48.0,232,7.0,0,1.0,1,1.0,0.0,5.0,19444
20482,8,2,0,50,240.0,1.0,50.0,241,6.0,1,1.0,1,1.0,0.0,3.0,5460
20483,8,2,0,27,1.0,1.0,50.0,241,7.0,0,1.0,1,1.0,0.0,5.0,6472
20484,8,2,0,38,24.0,1.0,48.0,203,7.0,0,1.0,1,1.0,0.0,5.0,4647
20488,8,2,1,46,207.0,1.0,48.0,235,6.0,1,1.0,1,1.0,0.0,5.0,4375
20489,8,2,0,36,48.0,1.0,48.0,235,6.0,1,1.0,1,1.0,0.0,4.0,3797
20494,8,3,0,34,12.0,1.0,48.0,262,7.0,0,1.0,1,1.0,0.0,3.0,5347
20500,8,3,0,31,24.0,1.0,48.0,191,4.0,0,3.0,1,0.0,0.0,4.0,3797
20520,8,3,1,27,24.0,1.0,54.0,323,7.0,0,1.0,1,1.0,0.0,5.0,5617
20521,8,3,0,26,3.0,1.0,18.0,323,7.0,0,1.0,1,0.0,1.0,2.0,907
20527,8,2,0,46,48.0,1.0,45.0,203,6.0,1,1.0,1,1.0,0.0,4.0,4050
20529,8,2,0,23,12.0,1.0,48.0,203,7.0,0,1.0,1,1.0,0.0,5.0,4131
20532,8,3,1,40,11.0,1.0,48.0,323,6.0,1,1.0,1,1.0,0.0,5.0,10694
20533,8,3,0,28,24.0,1.0,48.0,323,7.0,0,1.0,1,1.0,0.0,5.0,6319
20539,8,3,0,29,3.0,1.0,30.0,256,7.0,0,3.0,1,0.0,0.0,3.0,3111
20540,8,3,1,47,100.0,1.0,58.0,247,7.0,0,1.0,1,1.0,0.0,5.0,3620
20549,8,3,0,34,6.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,4.0,4861
20552,8,3,1,29,3.0,1.0,66.0,301,5.0,0,1.0,1,1.0,1.0,2.0,5303
20553,8,3,0,31,8.0,3.0,36.0,301,5.0,0,3.0,1,0.0,1.0,1.0,2268
20556,8,2,0,27,12.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,5.0,9722
20558,8,3,0,40,12.0,1.0,48.0,139,7.0,0,1.0,1,1.0,0.0,5.0,3888
20562,8,3,0,20,10.0,1.0,54.0,139,7.0,0,1.0,1,1.0,0.0,5.0,3376
20567,8,2,1,64,144.0,1.0,60.0,243,5.0,0,1.0,1,1.0,0.0,4.0,3038
20568,8,2,1,20,6.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,4.0,3797
20569,8,2,0,39,9.0,1.0,48.0,243,6.0,1,1.0,1,1.0,0.0,4.0,4861
20572,8,4,1,24,26.0,1.0,50.0,200,7.0,0,1.0,1,1.0,0.0,4.0,7933
20579,8,2,1,32,144.0,2.0,112.0,277,6.0,1,2.0,1,1.0,0.0,5.0,4375
20582,8,3,0,55,420.0,2.0,40.0,255,7.0,0,2.0,1,1.0,0.0,5.0,8166
20588,8,3,0,39,12.0,1.0,50.0,216,7.0,0,1.0,1,1.0,0.0,5.0,4200
20589,8,3,1,21,9.0,1.0,48.0,216,7.0,0,1.0,1,1.0,0.0,5.0,4763
20590,8,3,1,25,24.0,1.0,48.0,216,6.0,1,1.0,1,1.0,0.0,5.0,4763
20592,8,2,0,50,120.0,1.0,48.0,261,5.0,0,1.0,1,1.0,0.0,5.0,3798
20606,8,3,0,57,300.0,1.0,48.0,287,6.0,1,1.0,1,1.0,0.0,5.0,3797
20607,8,3,1,58,228.0,1.0,48.0,287,6.0,1,1.0,1,1.0,0.0,5.0,6562
20608,8,3,1,36,12.0,1.0,48.0,287,6.0,1,1.0,1,1.0,0.0,4.0,5833
20609,8,3,1,30,9.0,1.0,48.0,287,6.0,1,1.0,1,1.0,0.0,5.0,5347
20613,8,2,0,19,4.0,1.0,52.0,203,7.0,0,1.0,1,1.0,0.0,5.0,4487
20615,8,2,0,50,84.0,1.0,48.0,203,6.0,1,1.0,1,1.0,0.0,4.0,3797
20625,8,2,0,33,48.0,1.0,47.0,243,7.0,0,1.0,1,1.0,0.0,5.0,4468
20628,8,3,0,26,20.0,1.0,48.0,209,7.0,0,1.0,1,1.0,0.0,5.0,3797
20631,8,3,1,27,24.0,1.0,48.0,209,7.0,0,1.0,1,1.0,0.0,5.0,3797
20633,8,1,0,46,24.0,1.0,48.0,174,3.0,0,1.0,1,1.0,1.0,2.0,3888
