,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,fweight,maxEducLevel,college,regSalud,pea,formal,microEmpresa,sizeFirm,y_salary_m_hu
18813,7,1,1,38,7.0,1.0,50.0,260,4.0,0,,1,0.0,0.0,4.0,7466
18814,7,1,0,23,2.0,1.0,48.0,260,5.0,0,1.0,1,1.0,0.0,5.0,3797
18815,7,1,1,21,2.0,1.0,66.0,260,5.0,0,1.0,1,1.0,1.0,2.0,4242
18817,7,2,0,23,3.0,1.0,50.0,311,7.0,0,,1,0.0,1.0,2.0,2706
18819,7,2,1,32,8.0,1.0,48.0,311,4.0,0,,1,0.0,1.0,2.0,3791
18820,7,2,1,30,24.0,1.0,48.0,263,7.0,0,1.0,1,1.0,0.0,5.0,7048
18821,7,2,0,32,24.0,1.0,48.0,263,7.0,0,1.0,1,1.0,0.0,4.0,7291
18822,7,3,1,56,48.0,1.0,48.0,212,6.0,1,1.0,1,1.0,0.0,5.0,5104
18824,7,3,1,24,24.0,1.0,48.0,212,6.0,1,1.0,1,1.0,0.0,5.0,4861
18828,7,3,1,59,18.0,1.0,48.0,206,5.0,0,1.0,1,1.0,0.0,4.0,3797
18830,7,3,0,71,5.0,1.0,48.0,206,4.0,0,1.0,1,1.0,0.0,4.0,3797
18832,7,2,0,44,48.0,1.0,60.0,222,6.0,1,,1,0.0,1.0,2.0,1555
18836,7,2,1,27,24.0,1.0,56.0,272,6.0,1,1.0,1,1.0,0.0,4.0,8333
18837,7,2,0,28,24.0,3.0,48.0,272,6.0,1,1.0,1,1.0,1.0,1.0,3159
18841,7,2,0,32,2.0,1.0,48.0,364,7.0,0,1.0,1,1.0,0.0,3.0,11375
18843,7,3,0,52,240.0,1.0,48.0,213,7.0,0,1.0,1,1.0,0.0,5.0,13611
18846,7,2,1,24,3.0,1.0,48.0,253,5.0,0,1.0,1,1.0,0.0,5.0,5347
18847,7,2,0,29,24.0,1.0,48.0,253,7.0,0,1.0,1,1.0,0.0,3.0,8750
18852,7,1,0,20,6.0,1.0,60.0,226,6.0,1,3.0,1,0.0,0.0,4.0,3038
18854,7,3,0,44,30.0,1.0,30.0,228,3.0,0,1.0,1,1.0,0.0,4.0,6268
18857,7,3,1,26,12.0,1.0,50.0,228,6.0,1,1.0,1,1.0,0.0,4.0,4200
18858,7,3,1,50,240.0,1.0,84.0,243,6.0,1,1.0,1,1.0,0.0,4.0,5555
18860,7,3,1,58,36.0,1.0,40.0,243,6.0,1,,1,0.0,1.0,2.0,5833
18863,7,2,0,37,216.0,1.0,45.0,222,6.0,1,1.0,1,1.0,0.0,4.0,5185
18868,7,2,1,41,3.0,1.0,48.0,215,7.0,0,1.0,1,1.0,0.0,5.0,3797
18872,7,2,0,33,144.0,1.0,50.0,362,7.0,0,1.0,1,1.0,0.0,5.0,11928
18875,7,3,0,56,276.0,1.0,48.0,202,7.0,0,1.0,1,1.0,0.0,5.0,7291
18879,7,2,0,53,2.0,3.0,22.0,266,3.0,0,1.0,1,0.0,1.0,1.0,4242
18884,7,1,0,29,8.0,1.0,48.0,362,6.0,1,1.0,1,1.0,0.0,4.0,3797
18885,7,1,1,30,20.0,1.0,70.0,362,6.0,1,1.0,1,1.0,1.0,2.0,3000
18887,7,2,1,25,60.0,1.0,54.0,272,6.0,1,1.0,1,1.0,0.0,4.0,3375
18888,7,2,0,27,60.0,1.0,54.0,272,6.0,1,1.0,1,1.0,0.0,4.0,3375
18891,7,6,1,45,30.0,1.0,48.0,228,7.0,0,,1,0.0,0.0,4.0,136111
18904,7,1,0,40,24.0,3.0,27.0,224,4.0,0,1.0,1,0.0,1.0,1.0,5185
18910,7,4,1,54,24.0,1.0,40.0,233,7.0,0,1.0,1,1.0,0.0,5.0,7000
18916,7,1,1,43,216.0,1.0,48.0,250,7.0,0,1.0,1,1.0,0.0,5.0,3797
18918,7,1,1,20,14.0,1.0,48.0,250,7.0,0,1.0,1,1.0,0.0,5.0,4131
18919,7,1,1,35,24.0,1.0,60.0,254,5.0,0,1.0,1,1.0,0.0,3.0,3888
18921,7,1,0,37,72.0,1.0,56.0,233,4.0,0,1.0,1,1.0,0.0,5.0,3255
18922,7,1,1,40,144.0,1.0,50.0,233,5.0,0,1.0,1,1.0,0.0,4.0,3645
18923,7,1,1,19,12.0,2.0,72.0,233,6.0,1,2.0,1,1.0,0.0,5.0,1361
18929,7,4,0,28,48.0,1.0,48.0,223,7.0,0,1.0,1,1.0,0.0,4.0,9722
18930,7,6,1,61,240.0,1.0,30.0,226,7.0,0,1.0,1,0.0,1.0,2.0,18666
18932,7,6,0,25,0.0,1.0,48.0,226,7.0,0,1.0,1,0.0,0.0,4.0,4861
18935,7,1,1,29,3.0,1.0,72.0,403,6.0,1,1.0,1,1.0,0.0,5.0,3564
18937,7,4,0,32,24.0,1.0,28.0,266,7.0,0,1.0,1,1.0,0.0,5.0,31666
18938,7,1,0,54,60.0,1.0,60.0,263,4.0,0,3.0,1,0.0,1.0,2.0,1750
18949,7,4,0,40,48.0,1.0,48.0,266,7.0,0,1.0,1,1.0,0.0,5.0,19444
18960,7,6,0,61,60.0,1.0,50.0,237,7.0,0,1.0,1,1.0,0.0,5.0,79333
18962,7,1,1,29,96.0,1.0,71.0,353,6.0,1,1.0,1,1.0,1.0,2.0,3286
18966,7,1,1,24,4.0,1.0,9.0,392,6.0,1,,1,0.0,1.0,2.0,7777
18972,7,3,1,25,4.0,1.0,48.0,216,7.0,0,1.0,1,1.0,0.0,5.0,4375
18976,7,3,1,65,192.0,1.0,48.0,203,7.0,0,1.0,1,0.0,0.0,5.0,7777
18979,7,3,0,35,130.0,1.0,48.0,261,7.0,0,1.0,1,1.0,0.0,5.0,4554
18983,7,1,1,47,38.0,1.0,48.0,254,3.0,0,1.0,1,1.0,0.0,5.0,4666
18991,7,3,0,45,72.0,1.0,84.0,219,6.0,1,1.0,1,0.0,1.0,2.0,1388
18994,7,1,1,43,16.0,1.0,48.0,254,4.0,0,1.0,1,1.0,0.0,5.0,4812
18996,7,2,1,58,3.0,1.0,48.0,173,3.0,0,1.0,1,1.0,0.0,4.0,3797
18997,7,2,0,61,36.0,3.0,48.0,173,3.0,0,1.0,1,1.0,1.0,1.0,3797
18998,7,2,0,23,12.0,1.0,40.0,173,7.0,0,1.0,1,1.0,0.0,5.0,6416
19002,7,3,0,27,108.0,1.0,43.0,313,7.0,0,1.0,1,1.0,0.0,4.0,8003
19003,7,3,1,58,12.0,1.0,27.0,313,6.0,1,1.0,1,0.0,1.0,2.0,4320
19007,7,2,1,39,60.0,1.0,70.0,322,5.0,0,1.0,1,1.0,0.0,4.0,2666
19009,7,2,0,45,36.0,1.0,48.0,331,4.0,0,3.0,1,0.0,1.0,2.0,3402
19017,7,1,0,55,3.0,3.0,18.0,173,3.0,0,3.0,1,0.0,1.0,1.0,1037
19019,7,1,1,20,11.0,1.0,60.0,173,6.0,1,1.0,1,1.0,0.0,5.0,3888
19026,7,1,0,34,18.0,3.0,48.0,272,6.0,1,1.0,1,0.0,1.0,1.0,3797
19030,7,2,1,28,1.0,1.0,48.0,364,5.0,0,1.0,1,1.0,0.0,5.0,5833
19033,7,2,1,29,1.0,1.0,48.0,364,4.0,0,1.0,1,1.0,0.0,5.0,6319
19034,7,2,0,26,12.0,1.0,48.0,364,6.0,1,1.0,1,1.0,0.0,5.0,3797
19036,7,3,1,20,2.0,1.0,36.0,253,6.0,1,1.0,1,1.0,0.0,5.0,5063
19039,7,2,0,49,132.0,1.0,48.0,250,4.0,0,1.0,1,1.0,0.0,4.0,3797
19040,7,2,1,23,12.0,1.0,72.0,250,6.0,1,1.0,1,1.0,1.0,2.0,4861
19043,7,2,1,29,6.0,1.0,72.0,290,6.0,1,1.0,1,1.0,0.0,5.0,2531
19045,7,2,0,44,36.0,3.0,40.0,290,5.0,0,1.0,1,1.0,1.0,2.0,4557
19047,7,2,1,54,60.0,1.0,48.0,211,6.0,1,1.0,1,1.0,0.0,5.0,13611
19048,7,2,0,37,8.0,1.0,40.0,211,6.0,1,1.0,1,0.0,0.0,3.0,5541
19051,7,4,1,28,42.0,1.0,50.0,254,7.0,0,1.0,1,1.0,0.0,5.0,25666
19052,7,2,1,19,2.0,1.0,48.0,243,5.0,0,,1,0.0,0.0,4.0,6125
19054,7,3,1,39,12.0,1.0,48.0,212,7.0,0,1.0,1,1.0,0.0,4.0,3888
19056,7,3,1,31,2.0,1.0,72.0,212,6.0,1,1.0,1,1.0,1.0,2.0,2754
19059,7,2,1,21,10.0,1.0,48.0,222,5.0,0,1.0,1,1.0,0.0,5.0,3797
19060,7,2,0,19,18.0,1.0,30.0,222,5.0,0,1.0,1,1.0,0.0,4.0,3888
19064,7,3,0,19,1.0,1.0,48.0,241,7.0,0,1.0,1,1.0,1.0,2.0,3798
19069,7,2,1,28,60.0,1.0,48.0,223,6.0,1,1.0,1,1.0,0.0,5.0,4861
19070,7,2,0,24,6.0,1.0,45.0,223,7.0,0,1.0,1,1.0,0.0,5.0,4050
19075,7,2,1,44,48.0,1.0,48.0,235,3.0,0,1.0,1,1.0,0.0,5.0,3797
19077,7,2,1,51,1.0,1.0,48.0,235,3.0,0,,1,0.0,0.0,4.0,6319
19078,7,2,1,48,16.0,1.0,48.0,263,6.0,1,1.0,1,1.0,1.0,2.0,5444
19081,7,2,1,46,60.0,1.0,48.0,322,7.0,0,1.0,1,1.0,0.0,5.0,3797
19083,7,2,0,19,11.0,1.0,48.0,322,7.0,0,1.0,1,1.0,0.0,5.0,3797
19087,7,3,0,38,144.0,1.0,48.0,362,7.0,0,1.0,1,1.0,0.0,4.0,5347
19089,7,2,1,54,192.0,1.0,66.0,241,5.0,0,1.0,1,1.0,0.0,5.0,4051
19091,7,2,0,19,1.0,1.0,54.0,241,7.0,0,1.0,1,1.0,0.0,5.0,3375
19092,7,2,1,21,2.0,1.0,48.0,230,7.0,0,1.0,1,1.0,0.0,5.0,3797
19093,7,2,1,22,2.0,1.0,60.0,230,7.0,0,1.0,1,1.0,0.0,5.0,3038
19094,7,2,1,25,6.0,1.0,48.0,223,6.0,1,1.0,1,1.0,0.0,5.0,3888
19095,7,2,0,18,2.0,1.0,60.0,223,6.0,1,1.0,1,0.0,1.0,2.0,2722
19099,7,2,1,45,1.0,1.0,40.0,254,3.0,0,,1,0.0,1.0,2.0,8750
19100,7,2,0,45,36.0,1.0,60.0,266,5.0,0,1.0,1,1.0,0.0,3.0,3888
19107,7,2,1,42,24.0,1.0,40.0,268,6.0,1,3.0,1,0.0,1.0,2.0,5833
19111,7,2,1,24,12.0,1.0,48.0,269,7.0,0,1.0,1,1.0,0.0,5.0,3797
19112,7,2,1,26,3.0,1.0,48.0,269,6.0,1,1.0,1,1.0,0.0,5.0,3797
19115,7,2,1,40,3.0,1.0,50.0,263,5.0,0,1.0,1,1.0,0.0,5.0,6066
19117,7,2,1,31,6.0,1.0,48.0,263,6.0,1,1.0,1,1.0,0.0,5.0,4861
19118,7,2,0,29,12.0,1.0,48.0,263,6.0,1,1.0,1,1.0,0.0,3.0,3797
19121,7,2,0,23,48.0,3.0,48.0,232,7.0,0,1.0,1,1.0,1.0,1.0,3797
19122,7,2,1,26,12.0,1.0,48.0,252,7.0,0,1.0,1,1.0,0.0,5.0,6319
19123,7,2,1,26,24.0,1.0,48.0,252,7.0,0,1.0,1,1.0,0.0,5.0,6319
19124,7,2,0,54,120.0,1.0,60.0,253,4.0,0,1.0,1,0.0,0.0,3.0,5833
19126,7,2,1,47,48.0,1.0,48.0,263,4.0,0,1.0,1,1.0,1.0,2.0,3797
19128,7,2,1,34,12.0,1.0,48.0,254,6.0,1,1.0,1,1.0,0.0,5.0,3797
19133,7,2,0,44,84.0,1.0,48.0,231,4.0,0,1.0,1,1.0,0.0,5.0,3797
19136,7,1,1,47,240.0,1.0,48.0,250,6.0,1,1.0,1,1.0,0.0,5.0,10383
19147,7,3,1,34,30.0,1.0,55.0,272,7.0,0,1.0,1,1.0,0.0,5.0,5090
19148,7,3,0,38,1.0,1.0,50.0,272,7.0,0,1.0,1,1.0,0.0,4.0,3645
19156,7,2,1,40,24.0,1.0,98.0,349,4.0,0,3.0,1,0.0,1.0,2.0,1904
19160,7,3,0,40,48.0,1.0,48.0,355,4.0,0,1.0,1,1.0,0.0,4.0,3797
19161,7,1,1,49,24.0,1.0,48.0,202,5.0,0,1.0,1,0.0,1.0,2.0,5833
19172,7,1,1,28,30.0,1.0,50.0,254,7.0,0,1.0,1,1.0,0.0,4.0,7466
19174,7,2,1,56,84.0,1.0,48.0,236,3.0,0,1.0,1,1.0,0.0,5.0,3797
19175,7,1,1,25,0.0,1.0,84.0,254,6.0,1,,1,0.0,1.0,2.0,2777
19182,7,2,0,38,6.0,1.0,40.0,266,7.0,0,1.0,1,1.0,0.0,5.0,9100
19184,7,2,1,31,84.0,1.0,72.0,254,5.0,0,1.0,1,1.0,0.0,5.0,2592
19193,7,2,1,51,372.0,1.0,48.0,353,7.0,0,1.0,1,1.0,0.0,5.0,10208
19194,7,2,0,46,48.0,1.0,48.0,353,7.0,0,1.0,1,1.0,0.0,5.0,6319
19200,8,2,0,23,5.0,1.0,48.0,213,6.0,1,1.0,1,1.0,0.0,4.0,4861
19203,8,2,0,22,8.0,1.0,48.0,247,7.0,0,1.0,1,1.0,0.0,5.0,3888
19205,8,4,0,54,300.0,1.0,48.0,256,7.0,0,1.0,1,1.0,0.0,5.0,24305
19208,8,3,1,25,8.0,1.0,48.0,238,7.0,0,1.0,1,1.0,0.0,5.0,3986
19210,8,3,1,54,432.0,1.0,54.0,238,4.0,0,,1,0.0,1.0,2.0,6049
19211,8,2,0,27,13.0,1.0,48.0,197,7.0,0,1.0,1,1.0,0.0,5.0,5833
19212,8,2,0,23,3.0,1.0,48.0,197,7.0,0,1.0,1,1.0,0.0,5.0,4569
19215,8,3,1,56,48.0,1.0,60.0,235,7.0,0,1.0,1,1.0,0.0,5.0,9722
19220,8,2,0,28,7.0,1.0,77.0,277,7.0,0,1.0,1,0.0,1.0,2.0,2424
19222,8,2,1,33,6.0,1.0,70.0,197,6.0,1,1.0,1,0.0,1.0,2.0,5000
19224,8,2,1,20,6.0,1.0,72.0,197,6.0,1,1.0,1,1.0,0.0,5.0,3824
19225,8,3,1,54,96.0,1.0,44.0,216,7.0,0,1.0,1,1.0,0.0,5.0,6363
19227,8,3,1,30,28.0,1.0,40.0,216,7.0,0,1.0,1,1.0,0.0,4.0,12250
19228,8,3,1,24,5.0,1.0,48.0,216,7.0,0,1.0,1,1.0,0.0,4.0,3797
19230,8,2,1,40,120.0,2.0,48.0,190,6.0,1,1.0,1,1.0,0.0,5.0,7291
19235,8,3,1,20,24.0,1.0,48.0,220,6.0,1,1.0,1,1.0,0.0,5.0,4861
19239,8,2,0,23,29.0,1.0,48.0,253,7.0,0,1.0,1,1.0,0.0,5.0,6805
19244,8,3,1,23,9.0,1.0,48.0,221,7.0,0,1.0,1,1.0,0.0,4.0,3797
19245,8,3,1,49,52.0,1.0,54.0,221,5.0,0,,1,0.0,1.0,2.0,3375
19246,8,3,0,45,0.0,1.0,23.0,221,5.0,0,1.0,1,0.0,1.0,2.0,507
19247,8,3,1,27,0.0,1.0,48.0,221,7.0,0,1.0,1,1.0,0.0,5.0,4131
19248,8,3,1,26,3.0,1.0,40.0,221,7.0,0,1.0,1,1.0,0.0,5.0,4841
19255,8,3,0,41,240.0,1.0,48.0,249,6.0,1,1.0,1,1.0,0.0,5.0,3797
19256,8,3,0,24,5.0,1.0,40.0,249,7.0,0,1.0,1,1.0,0.0,5.0,9041
19258,8,3,1,43,48.0,1.0,48.0,227,7.0,0,1.0,1,0.0,1.0,2.0,3402
19259,8,3,0,40,23.0,1.0,48.0,227,7.0,0,1.0,1,1.0,0.0,5.0,5687
19261,8,3,1,21,30.0,1.0,48.0,163,7.0,0,1.0,1,1.0,0.0,5.0,7291
19263,8,3,0,19,7.0,1.0,48.0,163,7.0,0,1.0,1,0.0,0.0,5.0,3797
19264,8,3,1,53,7.0,1.0,48.0,232,6.0,1,1.0,1,1.0,0.0,5.0,4375
19269,8,3,1,42,123.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,5.0,6805
19270,8,3,0,39,96.0,1.0,48.0,277,5.0,0,1.0,1,1.0,0.0,5.0,3797
19272,8,2,1,29,5.0,1.0,40.0,252,7.0,0,1.0,1,1.0,0.0,5.0,7000
19275,8,2,1,21,24.0,1.0,60.0,234,6.0,1,3.0,1,0.0,1.0,2.0,2955
19279,8,3,0,21,24.0,1.0,40.0,146,6.0,1,1.0,1,0.0,1.0,2.0,4558
19280,8,3,0,20,12.0,1.0,30.0,146,7.0,0,1.0,1,0.0,1.0,2.0,6611
19283,8,3,1,41,8.0,1.0,48.0,264,7.0,0,1.0,1,1.0,0.0,4.0,4083
19285,8,2,0,41,36.0,1.0,40.0,174,5.0,0,1.0,1,1.0,0.0,5.0,4557
19295,8,4,1,32,42.0,1.0,40.0,262,7.0,0,1.0,1,1.0,0.0,5.0,20416
19300,8,3,1,27,18.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,5.0,5833
19305,8,2,0,43,2.0,1.0,40.0,251,6.0,1,,1,0.0,1.0,2.0,2333
19313,8,4,1,35,8.0,1.0,48.0,280,7.0,0,1.0,1,1.0,0.0,5.0,11666
19316,8,3,0,33,36.0,1.0,48.0,232,7.0,0,1.0,1,1.0,0.0,5.0,7291
19319,8,2,1,43,156.0,1.0,48.0,301,5.0,0,1.0,1,1.0,0.0,5.0,5833
19320,8,2,0,43,17.0,1.0,48.0,301,5.0,0,1.0,1,1.0,0.0,5.0,3797
19324,8,3,1,41,2.0,1.0,48.0,247,6.0,1,,1,0.0,0.0,4.0,3797
19327,8,2,1,43,18.0,1.0,48.0,232,6.0,1,1.0,1,1.0,0.0,3.0,3888
19328,8,2,0,37,0.0,1.0,63.0,232,7.0,0,,1,0.0,1.0,2.0,2777
19333,8,2,1,30,6.0,1.0,48.0,277,6.0,1,1.0,1,1.0,0.0,5.0,3797
19336,8,2,1,34,120.0,1.0,48.0,302,6.0,1,1.0,1,1.0,0.0,5.0,5833
19340,8,2,1,36,18.0,1.0,50.0,235,5.0,0,1.0,1,1.0,0.0,4.0,3733
19345,8,2,1,18,1.0,1.0,40.0,235,7.0,0,1.0,1,1.0,0.0,5.0,7000
19346,8,4,1,33,12.0,1.0,40.0,247,7.0,0,1.0,1,1.0,0.0,5.0,21583
19349,8,2,1,38,1.0,1.0,48.0,301,6.0,1,1.0,1,1.0,0.0,5.0,3797
19353,8,2,0,23,3.0,1.0,55.0,202,7.0,0,1.0,1,1.0,0.0,5.0,4666
19363,8,1,0,67,36.0,1.0,40.0,261,6.0,1,1.0,1,1.0,0.0,4.0,4557
19365,8,1,1,49,120.0,1.0,82.0,261,4.0,0,1.0,1,1.0,0.0,3.0,2845
19370,8,2,1,29,60.0,1.0,40.0,196,6.0,1,1.0,1,1.0,0.0,4.0,8458
19371,8,2,1,21,27.0,1.0,40.0,196,6.0,1,1.0,1,1.0,0.0,5.0,5640
19372,8,2,1,24,20.0,1.0,40.0,196,7.0,0,1.0,1,1.0,0.0,5.0,5670
19379,8,2,0,32,1.0,1.0,50.0,324,7.0,0,1.0,1,1.0,0.0,5.0,7000
19381,8,2,1,34,192.0,1.0,48.0,324,4.0,0,1.0,1,1.0,0.0,5.0,4861
19382,8,2,0,21,1.0,1.0,48.0,324,6.0,1,3.0,1,0.0,0.0,5.0,3797
19385,8,1,0,37,0.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,4.0,4131
19391,8,2,0,39,12.0,1.0,45.0,237,7.0,0,1.0,1,1.0,0.0,5.0,5185
19392,8,2,1,41,252.0,1.0,48.0,237,7.0,0,1.0,1,1.0,0.0,4.0,3797
19393,8,2,0,37,6.0,1.0,40.0,266,7.0,0,1.0,1,1.0,0.0,5.0,27416
19396,8,2,1,48,168.0,1.0,48.0,266,5.0,0,1.0,1,1.0,1.0,2.0,8750
19399,8,1,1,38,1.0,1.0,50.0,243,5.0,0,1.0,1,1.0,0.0,3.0,6533
19407,8,1,1,31,6.0,1.0,26.0,297,6.0,1,3.0,1,0.0,0.0,3.0,4487
19411,8,1,0,41,12.0,1.0,48.0,211,5.0,0,1.0,1,1.0,0.0,5.0,3888
19413,8,2,0,42,4.0,1.0,48.0,211,6.0,1,1.0,1,1.0,0.0,5.0,5833
19414,8,2,1,25,3.0,1.0,60.0,211,6.0,1,,1,0.0,0.0,5.0,2800
19416,8,2,1,26,68.0,1.0,48.0,211,7.0,0,1.0,1,1.0,0.0,5.0,5833
19417,8,2,0,35,96.0,1.0,45.0,211,7.0,0,1.0,1,1.0,0.0,5.0,8555
19419,8,1,1,58,1.0,1.0,48.0,191,3.0,0,3.0,1,0.0,1.0,2.0,3888
19421,8,1,1,27,2.0,1.0,48.0,191,5.0,0,3.0,1,0.0,1.0,2.0,3645
19422,8,1,1,24,48.0,1.0,50.0,191,6.0,1,1.0,1,1.0,0.0,3.0,3733
19423,8,1,0,23,12.0,1.0,48.0,191,6.0,1,1.0,1,1.0,0.0,5.0,3888
19434,8,3,1,41,96.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,4.0,14583
19437,8,2,1,21,1.0,1.0,60.0,196,6.0,1,,1,0.0,1.0,2.0,1944
19442,8,2,0,28,18.0,1.0,48.0,272,7.0,0,1.0,1,1.0,0.0,5.0,3797
19444,8,2,0,34,60.0,1.0,60.0,272,3.0,0,3.0,1,0.0,0.0,4.0,3640
19446,8,2,1,42,3.0,1.0,48.0,256,6.0,1,1.0,1,1.0,0.0,4.0,3797
19447,8,2,0,29,0.0,1.0,84.0,256,6.0,1,1.0,1,1.0,0.0,4.0,2170
19451,8,3,1,24,31.0,2.0,48.0,214,6.0,1,1.0,1,1.0,0.0,5.0,5347
19456,8,2,0,33,24.0,2.0,40.0,256,7.0,0,2.0,1,1.0,0.0,5.0,10500
19459,8,2,1,36,36.0,1.0,48.0,261,4.0,0,1.0,1,1.0,0.0,4.0,4861
19464,8,4,1,36,60.0,1.0,40.0,247,7.0,0,1.0,1,1.0,0.0,5.0,26250
19468,8,3,0,62,120.0,1.0,40.0,330,4.0,0,1.0,1,1.0,1.0,2.0,3500
19469,8,3,0,26,6.0,1.0,48.0,330,6.0,1,1.0,1,1.0,0.0,5.0,6319
19473,8,1,1,60,72.0,1.0,50.0,285,1.0,0,1.0,1,0.0,1.0,2.0,3266
19474,8,1,0,30,2.0,1.0,48.0,285,6.0,1,1.0,1,1.0,0.0,5.0,3797
19476,8,2,1,49,216.0,2.0,30.0,167,7.0,0,2.0,1,1.0,0.0,5.0,22540
19478,8,2,1,25,5.0,1.0,42.0,167,7.0,0,2.0,1,0.0,1.0,2.0,4944
19480,8,2,0,21,1.0,1.0,40.0,167,7.0,0,2.0,1,0.0,0.0,4.0,6416
19485,8,2,0,31,24.0,1.0,48.0,280,7.0,0,1.0,1,1.0,0.0,4.0,3797
19494,8,1,0,18,6.0,1.0,48.0,172,5.0,0,1.0,1,1.0,0.0,5.0,3888
19502,8,2,1,25,1.0,1.0,48.0,277,7.0,0,1.0,1,1.0,0.0,5.0,4861
19504,8,2,1,54,36.0,1.0,50.0,268,5.0,0,1.0,1,1.0,0.0,5.0,4666
19506,8,2,0,26,48.0,1.0,48.0,268,7.0,0,1.0,1,1.0,0.0,5.0,3797
19507,8,2,1,25,7.0,1.0,48.0,268,7.0,0,1.0,1,1.0,0.0,5.0,5152
19512,8,2,0,29,24.0,1.0,48.0,554,7.0,0,1.0,1,1.0,0.0,4.0,6319
19515,8,1,1,24,7.0,1.0,48.0,275,6.0,1,1.0,1,1.0,0.0,4.0,3797
19521,8,6,1,62,72.0,1.0,48.0,241,7.0,0,1.0,1,1.0,0.0,5.0,97222
19523,8,6,0,27,3.0,1.0,48.0,241,7.0,0,1.0,1,1.0,0.0,5.0,38888
19525,8,2,1,23,24.0,1.0,55.0,164,3.0,0,1.0,1,1.0,0.0,4.0,3314
19528,8,4,0,30,28.0,1.0,48.0,211,7.0,0,1.0,1,1.0,0.0,5.0,15555
19531,8,2,1,20,12.0,1.0,48.0,475,6.0,1,3.0,1,0.0,1.0,2.0,4375
19533,8,2,0,38,22.0,1.0,48.0,411,6.0,1,1.0,1,1.0,0.0,5.0,3797
19540,8,1,0,38,24.0,1.0,48.0,273,6.0,1,1.0,1,1.0,0.0,3.0,3797
19541,8,1,1,19,2.0,1.0,48.0,273,6.0,1,1.0,1,0.0,0.0,5.0,4131
19543,8,1,1,26,36.0,1.0,50.0,273,6.0,1,1.0,1,1.0,0.0,4.0,3645
19545,8,2,0,44,5.0,1.0,48.0,307,7.0,0,1.0,1,1.0,1.0,2.0,2916
19546,8,2,0,21,11.0,1.0,48.0,307,7.0,0,1.0,1,0.0,0.0,5.0,3797
19559,8,4,1,34,60.0,1.0,48.0,291,6.0,1,1.0,1,1.0,0.0,5.0,7291
19560,8,4,0,31,36.0,1.0,48.0,291,6.0,1,1.0,1,1.0,0.0,4.0,3797
19561,8,6,1,44,144.0,1.0,40.0,232,7.0,0,1.0,1,0.0,0.0,5.0,52500
19571,8,4,0,34,36.0,1.0,40.0,232,7.0,0,1.0,1,1.0,0.0,5.0,19833
19573,8,3,0,36,24.0,1.0,48.0,161,5.0,0,1.0,1,1.0,0.0,4.0,3797
19578,8,3,0,43,84.0,1.0,48.0,235,7.0,0,1.0,1,1.0,0.0,4.0,11666
19579,8,3,0,41,24.0,1.0,48.0,235,7.0,0,1.0,1,1.0,0.0,5.0,9236
19581,8,3,0,34,24.0,1.0,48.0,251,6.0,1,1.0,1,1.0,0.0,3.0,3797
19582,8,3,1,19,1.0,1.0,72.0,251,6.0,1,,1,0.0,0.0,4.0,2531
19583,8,3,0,54,288.0,1.0,40.0,205,7.0,0,1.0,1,1.0,0.0,5.0,22750
19586,8,1,1,51,36.0,1.0,60.0,176,3.0,0,1.0,1,1.0,0.0,4.0,3038
19593,8,3,0,31,5.0,1.0,40.0,301,7.0,0,1.0,1,1.0,0.0,4.0,4958
19595,8,3,0,25,7.0,1.0,50.0,232,6.0,1,1.0,1,1.0,0.0,3.0,3645
19596,8,3,1,40,4.0,1.0,48.0,167,3.0,0,1.0,1,1.0,0.0,5.0,4375
19599,8,3,1,23,1.0,1.0,40.0,167,7.0,0,1.0,1,1.0,0.0,4.0,5833
19600,8,3,1,21,24.0,1.0,45.0,167,7.0,0,1.0,1,1.0,0.0,5.0,4050
19605,8,2,0,43,94.0,1.0,48.0,513,7.0,0,1.0,1,1.0,0.0,5.0,9109
19606,8,2,1,44,1.0,1.0,90.0,513,7.0,0,1.0,1,1.0,0.0,5.0,3629
19608,8,3,0,45,2.0,3.0,16.0,177,4.0,0,3.0,1,0.0,1.0,1.0,3645
19613,8,6,0,37,120.0,1.0,40.0,262,7.0,0,1.0,1,1.0,0.0,5.0,35000
19614,8,6,0,35,6.0,3.0,72.0,262,7.0,0,1.0,1,1.0,1.0,1.0,2531
19615,8,1,1,46,144.0,1.0,60.0,247,5.0,0,1.0,1,1.0,0.0,5.0,3038
19618,8,1,0,30,8.0,1.0,40.0,277,7.0,0,1.0,1,1.0,0.0,5.0,4557
19619,8,3,1,49,60.0,1.0,48.0,208,6.0,1,1.0,1,1.0,0.0,4.0,7777
19620,8,3,0,49,46.0,1.0,48.0,208,6.0,1,1.0,1,1.0,0.0,4.0,9236
19624,8,3,0,42,72.0,1.0,48.0,190,7.0,0,1.0,1,1.0,0.0,5.0,17986
19632,8,3,0,44,60.0,1.0,48.0,234,6.0,1,1.0,1,1.0,0.0,5.0,5833
19634,8,3,1,18,3.0,1.0,24.0,234,6.0,1,1.0,1,0.0,1.0,2.0,4666
