,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,ingtot,fweight,maxEducLevel,college,regSalud,pea,formal,cuentaPropia,microEmpresa,sizeFirm
7749,3,2,0,40,11.0,4.0,48.0,150000,202,7.0,0,1.0,1,1.0,1,0.0,5.0
7750,3,2,1,20,,,,934594,202,7.0,0,1.0,0,,0,,
7753,3,2,1,62,,,,650000,257,4.0,0,3.0,0,,0,,
7754,3,2,0,63,,,,934594,257,4.0,0,3.0,0,,0,,
7756,3,2,1,30,24.0,2.0,48.0,1902544,252,6.0,1,1.0,1,1.0,0,0.0,5.0
7757,3,2,0,25,,,,934594,252,7.0,0,1.0,0,,0,,
7758,3,2,1,69,268.0,4.0,75.0,600000,313,5.0,0,3.0,1,0.0,1,1.0,1.0
7760,3,2,0,60,,,,934594,313,4.0,0,3.0,0,,0,,
7761,3,2,1,28,36.0,1.0,60.0,1539000,313,6.0,1,1.0,1,1.0,0,0.0,5.0
7762,3,2,0,30,12.0,1.0,48.0,1203544,313,6.0,1,1.0,1,1.0,0,0.0,4.0
7763,3,2,0,25,7.0,1.0,45.0,955711,313,6.0,1,1.0,1,1.0,0,1.0,2.0
7767,3,2,0,30,96.0,1.0,43.0,958929,228,6.0,1,1.0,1,1.0,0,1.0,2.0
7768,3,2,0,50,,,,66666,228,5.0,0,1.0,0,,0,,
7769,3,3,0,59,,,,934594,242,6.0,1,1.0,0,,0,,
7770,3,3,0,34,3.0,1.0,48.0,1481242,242,7.0,0,1.0,1,1.0,0,0.0,4.0
7771,3,3,1,67,,,,820000,242,6.0,1,1.0,0,,0,,
7774,3,2,1,31,72.0,5.0,60.0,1500000,325,6.0,1,1.0,1,0.0,0,1.0,2.0
7775,3,2,0,38,7.0,5.0,57.0,2000000,325,7.0,0,1.0,1,0.0,0,1.0,2.0
7776,3,2,0,25,48.0,1.0,48.0,1841666,213,7.0,0,1.0,1,1.0,0,0.0,5.0
7777,3,2,1,57,180.0,1.0,48.0,1508333,213,6.0,1,1.0,1,1.0,0,0.0,5.0
7778,3,2,1,24,1.0,4.0,54.0,1200000,213,6.0,1,1.0,1,1.0,1,0.0,5.0
7781,3,3,0,28,12.0,4.0,24.0,1200000,252,7.0,0,1.0,1,1.0,1,0.0,5.0
7782,3,3,1,27,2.0,4.0,36.0,1270000,252,7.0,0,,1,0.0,1,0.0,5.0
7783,3,3,0,53,52.0,1.0,48.0,930929,227,6.0,1,1.0,1,1.0,0,0.0,5.0
7785,3,3,0,61,240.0,4.0,24.0,4700000,223,5.0,0,2.0,1,0.0,1,1.0,1.0
7786,3,3,1,31,7.0,1.0,70.0,1300000,223,7.0,0,,1,0.0,0,0.0,4.0
7787,3,3,0,54,,,,3300000,175,7.0,0,1.0,0,,0,,
7788,3,3,1,53,72.0,4.0,40.0,4000000,175,7.0,0,1.0,1,1.0,1,1.0,1.0
7789,3,3,0,27,12.0,1.0,40.0,2200000,175,7.0,0,1.0,1,1.0,0,1.0,1.0
7793,3,3,0,35,60.0,1.0,36.0,1200000,321,6.0,1,3.0,1,0.0,0,1.0,2.0
7794,3,3,1,38,1.0,1.0,70.0,800000,321,3.0,0,3.0,1,0.0,0,1.0,2.0
7795,3,3,1,59,36.0,4.0,77.0,8000000,266,6.0,1,1.0,1,0.0,1,0.0,5.0
7796,3,3,0,55,360.0,4.0,40.0,1000000,266,7.0,0,1.0,1,1.0,1,1.0,1.0
7797,3,3,1,30,36.0,1.0,48.0,3787500,266,7.0,0,1.0,1,1.0,0,0.0,5.0
7798,3,3,0,49,24.0,4.0,8.0,300000,217,6.0,1,,1,0.0,1,1.0,1.0
7799,3,3,1,39,58.0,4.0,70.0,580000,208,6.0,1,1.0,1,0.0,1,1.0,1.0
7800,3,3,0,42,72.0,1.0,60.0,815409,208,7.0,0,1.0,1,1.0,0,0.0,5.0
7801,3,3,1,44,48.0,4.0,56.0,600000,242,7.0,0,,1,0.0,1,1.0,1.0
7802,3,3,0,22,,,,934594,242,6.0,1,,0,,0,,
7803,3,3,1,27,24.0,1.0,56.0,1350000,242,6.0,1,,1,0.0,0,0.0,3.0
7804,3,3,1,64,,,,1000000,275,7.0,0,1.0,0,,0,,
7805,3,3,0,55,96.0,4.0,54.0,850000,275,6.0,1,1.0,1,0.0,1,1.0,2.0
7806,3,3,1,60,24.0,3.0,20.0,400000,271,6.0,1,1.0,1,1.0,0,1.0,1.0
7809,3,2,1,44,36.0,4.0,48.0,800000,251,6.0,1,1.0,1,0.0,1,1.0,1.0
7810,3,2,0,21,5.0,1.0,48.0,1021119,251,5.0,0,1.0,1,1.0,0,0.0,5.0
7811,3,3,0,55,,,,934594,275,4.0,0,1.0,0,,0,,
7812,3,3,1,78,,,,1200000,275,1.0,0,1.0,0,,0,,
7813,3,3,0,64,,,,600000,286,6.0,1,1.0,0,,0,,
7814,3,3,1,63,,,,1500000,286,6.0,1,1.0,0,,0,,
7819,3,3,0,47,224.0,1.0,50.0,3841250,271,7.0,0,1.0,1,1.0,0,0.0,5.0
7820,3,2,1,38,24.0,1.0,48.0,1428877,241,5.0,0,1.0,1,1.0,0,0.0,5.0
7822,3,3,1,57,300.0,2.0,48.0,6033333,290,7.0,0,1.0,1,1.0,0,0.0,5.0
7823,3,3,0,47,288.0,1.0,48.0,1833333,290,6.0,1,1.0,1,1.0,0,0.0,5.0
7824,3,3,1,19,,,,934594,290,7.0,0,1.0,0,,0,,
7825,3,2,0,53,96.0,4.0,30.0,2010000,217,5.0,0,3.0,1,0.0,1,1.0,1.0
7826,3,3,1,67,,,,800000,293,4.0,0,1.0,0,,0,,
7827,3,3,0,54,12.0,1.0,48.0,2031242,208,5.0,0,1.0,1,1.0,0,1.0,2.0
7828,3,3,1,54,1.0,1.0,60.0,1100000,208,4.0,0,1.0,1,0.0,0,1.0,2.0
7830,3,3,0,55,48.0,5.0,48.0,2000000,286,5.0,0,3.0,1,0.0,0,1.0,2.0
7831,3,3,0,20,,,,934594,286,7.0,0,3.0,0,,0,,
7832,3,3,1,47,3.0,4.0,80.0,700000,208,6.0,1,,1,0.0,1,1.0,1.0
7833,3,3,0,29,,,,934594,208,5.0,0,1.0,0,,0,,
7834,3,2,1,29,36.0,1.0,40.0,1776000,241,7.0,0,1.0,1,1.0,0,0.0,5.0
7835,3,2,0,64,,,,1000000,213,5.0,0,3.0,0,,0,,
7836,3,2,0,77,,,,683500,213,3.0,0,1.0,0,,0,,
7837,3,3,0,77,,,,1800000,165,4.0,0,1.0,0,,0,,
7838,3,3,0,50,,,,900000,165,7.0,0,1.0,0,,0,,
7839,3,3,0,48,240.0,1.0,48.0,2979166,165,7.0,0,1.0,1,1.0,0,0.0,5.0
7840,3,2,1,21,4.0,1.0,48.0,1238211,235,6.0,1,1.0,1,1.0,0,0.0,5.0
7841,3,2,0,50,10.0,1.0,45.0,781242,188,6.0,1,1.0,1,1.0,0,0.0,3.0
7842,3,2,1,19,36.0,4.0,4.0,216666,188,7.0,0,1.0,1,0.0,1,1.0,1.0
7844,3,3,1,47,2.0,1.0,60.0,1822500,229,5.0,0,1.0,1,1.0,0,0.0,4.0
7845,3,3,0,41,84.0,1.0,48.0,1462786,229,7.0,0,1.0,1,1.0,0,1.0,2.0
7846,3,3,0,22,8.0,1.0,45.0,1341666,229,7.0,0,1.0,1,1.0,0,0.0,5.0
7850,3,3,1,47,36.0,1.0,48.0,2403044,277,6.0,1,1.0,1,1.0,0,0.0,5.0
7851,3,3,0,34,12.0,1.0,48.0,1282877,277,5.0,0,1.0,1,1.0,0,0.0,4.0
7852,3,3,0,91,,,,687492,213,4.0,0,1.0,0,,0,,
7853,3,3,0,61,,,,934594,213,6.0,1,1.0,0,,0,,
7854,3,3,0,28,1.0,1.0,60.0,700000,143,6.0,1,,1,0.0,0,1.0,2.0
7856,3,3,0,49,8.0,4.0,60.0,900000,143,5.0,0,,1,0.0,1,0.0,4.0
7858,3,3,1,30,120.0,1.0,50.0,2304878,143,6.0,1,,1,0.0,0,0.0,4.0
7860,3,3,0,68,,,,687492,180,6.0,1,1.0,0,,0,,
7861,3,3,0,73,,,,687492,180,5.0,0,1.0,0,,0,,
7862,3,3,0,46,112.0,1.0,48.0,866666,180,7.0,0,1.0,1,1.0,0,0.0,5.0
7864,3,2,1,28,2.0,1.0,30.0,899453,266,6.0,1,1.0,1,1.0,0,0.0,5.0
7865,3,2,0,26,12.0,4.0,20.0,174000,266,6.0,1,3.0,1,0.0,1,1.0,1.0
7866,3,3,0,57,60.0,3.0,48.0,1390000,231,3.0,0,1.0,1,0.0,0,1.0,1.0
7867,3,2,1,28,1.0,4.0,70.0,860000,251,6.0,1,,1,0.0,1,1.0,1.0
7868,3,2,0,22,,,,934594,251,5.0,0,,0,,0,,
7870,3,3,1,33,12.0,1.0,72.0,750000,266,6.0,1,,1,0.0,0,0.0,3.0
7871,3,3,0,28,2.0,1.0,70.0,600000,266,7.0,0,,1,0.0,0,1.0,2.0
7872,3,3,0,21,,,,250000,271,7.0,0,1.0,0,,0,,
7873,3,3,0,18,,,,583333,271,7.0,0,1.0,0,,0,,
7875,3,2,1,61,240.0,4.0,70.0,750000,306,4.0,0,1.0,1,0.0,1,1.0,1.0
7876,3,2,0,60,,,,934594,306,4.0,0,1.0,0,,0,,
7877,3,2,1,35,24.0,4.0,90.0,300000,306,7.0,0,1.0,1,0.0,1,1.0,1.0
7878,3,2,0,86,,,,500000,306,1.0,0,1.0,0,,0,,
7879,3,3,0,42,96.0,1.0,40.0,2816666,227,7.0,0,1.0,1,1.0,0,0.0,4.0
7881,3,3,0,37,1.0,3.0,84.0,1875000,202,7.0,0,,1,0.0,0,1.0,2.0
7884,3,2,1,35,12.0,1.0,40.0,900000,252,7.0,0,3.0,1,0.0,0,1.0,2.0
7885,3,2,0,33,3.0,1.0,48.0,2064000,252,7.0,0,1.0,1,1.0,0,0.0,4.0
7887,3,2,0,47,48.0,1.0,84.0,781242,273,3.0,0,1.0,1,0.0,0,0.0,3.0
7888,3,2,1,42,24.0,1.0,80.0,1083333,273,4.0,0,1.0,1,1.0,0,0.0,5.0
7889,3,2,0,23,12.0,1.0,48.0,1171544,273,6.0,1,1.0,1,1.0,0,0.0,5.0
7892,3,2,0,70,,,,781242,195,6.0,1,1.0,0,,0,,
7893,3,2,0,61,,,,934594,195,5.0,0,,0,,0,,
7894,3,2,0,60,172.0,4.0,40.0,500000,195,3.0,0,3.0,1,0.0,1,1.0,1.0
7895,3,3,1,30,2.0,1.0,60.0,2400000,190,7.0,0,1.0,1,1.0,0,0.0,5.0
7896,3,3,0,66,12.0,4.0,2.0,1950000,190,7.0,0,2.0,1,0.0,1,1.0,1.0
7897,3,3,0,29,1.0,1.0,48.0,1825000,190,7.0,0,1.0,1,1.0,0,0.0,5.0
7898,3,3,1,28,14.0,1.0,84.0,781242,172,6.0,1,,1,0.0,0,0.0,4.0
7899,3,3,0,37,8.0,1.0,35.0,853333,172,5.0,0,,1,0.0,0,0.0,4.0
7900,3,3,1,53,1.0,4.0,48.0,700000,172,3.0,0,,1,0.0,1,1.0,1.0
7902,3,3,1,21,2.0,1.0,66.0,800000,172,5.0,0,,1,0.0,0,0.0,4.0
7905,3,5,0,21,3.0,4.0,24.0,1410000,218,7.0,0,1.0,1,1.0,1,0.0,4.0
7906,3,5,0,48,,,,934594,218,7.0,0,1.0,0,,0,,
7907,3,5,1,52,,,,6600000,218,7.0,0,1.0,0,,0,,
7908,3,5,0,74,,,,950000,231,7.0,0,1.0,0,,0,,
7910,3,3,0,51,120.0,4.0,30.0,3700000,266,7.0,0,1.0,1,0.0,1,1.0,1.0
7911,3,3,1,50,360.0,4.0,84.0,2500000,266,6.0,1,1.0,1,0.0,1,1.0,1.0
7912,3,5,1,67,,,,1100000,275,4.0,0,1.0,0,,0,,
7913,3,5,0,64,,,,934594,275,7.0,0,1.0,0,,0,,
7914,3,3,0,87,,,,1400000,213,4.0,0,1.0,0,,0,,
7915,3,3,0,55,60.0,2.0,48.0,5375000,213,7.0,0,1.0,1,1.0,0,0.0,5.0
7916,3,3,0,58,120.0,3.0,20.0,460000,195,6.0,1,1.0,1,1.0,0,1.0,1.0
7917,3,3,0,79,,,,350000,195,3.0,0,1.0,0,,0,,
7918,3,3,0,60,,,,350000,195,1.0,0,1.0,0,,0,,
7919,3,3,0,44,120.0,1.0,49.0,4290000,208,7.0,0,1.0,1,1.0,0,0.0,5.0
7920,3,3,1,42,42.0,1.0,48.0,4183333,208,7.0,0,1.0,1,1.0,0,0.0,5.0
7922,3,3,1,23,3.0,1.0,35.0,280000,190,6.0,1,1.0,1,0.0,0,0.0,3.0
7926,3,5,0,56,180.0,4.0,40.0,6000000,223,7.0,0,1.0,1,0.0,1,1.0,1.0
7927,3,5,1,38,36.0,1.0,48.0,2491667,223,7.0,0,1.0,1,1.0,0,0.0,5.0
7928,3,2,0,20,1.0,1.0,28.0,320000,251,7.0,0,1.0,1,0.0,0,1.0,2.0
7929,3,2,1,29,36.0,1.0,54.0,930929,251,5.0,0,1.0,1,1.0,0,0.0,4.0
7931,3,5,0,55,156.0,1.0,48.0,2700000,242,7.0,0,1.0,1,1.0,0,0.0,5.0
7933,3,3,1,45,120.0,4.0,36.0,700000,193,6.0,1,1.0,1,1.0,1,1.0,1.0
7934,3,3,0,41,,,,934594,193,7.0,0,1.0,0,,0,,
7938,3,3,0,25,60.0,1.0,40.0,2000000,217,6.0,1,1.0,1,1.0,0,0.0,4.0
7939,3,3,0,27,1.0,4.0,40.0,1000000,208,7.0,0,1.0,1,1.0,1,0.0,5.0
7940,3,3,1,31,2.0,2.0,105.0,4883333,208,7.0,0,2.0,1,1.0,0,0.0,5.0
7942,3,3,0,23,3.0,1.0,50.0,700000,278,7.0,0,1.0,1,0.0,0,0.0,4.0
7943,3,3,0,52,12.0,4.0,8.0,1435000,278,7.0,0,1.0,1,0.0,1,1.0,1.0
7945,3,3,1,32,0.0,4.0,50.0,934594,278,7.0,0,1.0,1,1.0,1,1.0,1.0
7946,3,3,1,25,36.0,4.0,60.0,2500000,278,7.0,0,,1,0.0,1,1.0,1.0
7947,3,5,1,61,56.0,4.0,40.0,2000000,266,7.0,0,1.0,1,1.0,1,1.0,2.0
7948,3,5,1,26,36.0,1.0,65.0,8750000,266,7.0,0,1.0,1,1.0,0,0.0,5.0
7949,3,5,0,59,120.0,4.0,30.0,1500000,266,7.0,0,1.0,1,0.0,1,1.0,1.0
7952,3,2,1,30,24.0,4.0,90.0,781242,310,6.0,1,1.0,1,0.0,1,1.0,1.0
7953,3,2,0,25,,,,934594,310,7.0,0,3.0,0,,0,,
7955,3,3,0,44,48.0,4.0,72.0,700000,261,6.0,1,1.0,1,1.0,1,1.0,1.0
7957,3,2,1,25,1.0,1.0,48.0,869453,237,7.0,0,1.0,1,1.0,0,0.0,5.0
7959,3,2,1,23,12.0,1.0,91.0,1604877,237,6.0,1,1.0,1,0.0,0,1.0,2.0
7960,3,5,0,46,216.0,1.0,48.0,5416666,202,7.0,0,1.0,1,1.0,0,0.0,5.0
7964,3,5,1,42,2.0,1.0,48.0,12000000,310,7.0,0,1.0,1,1.0,0,0.0,5.0
7965,3,5,0,42,240.0,1.0,48.0,5708333,310,7.0,0,1.0,1,1.0,0,0.0,5.0
7966,3,3,1,40,48.0,1.0,72.0,1000000,310,4.0,0,3.0,1,0.0,0,1.0,2.0
7967,3,3,0,35,36.0,1.0,48.0,781242,310,4.0,0,3.0,1,0.0,0,1.0,2.0
7970,3,3,1,38,58.0,1.0,45.0,4263333,241,7.0,0,1.0,1,1.0,0,0.0,5.0
7971,3,3,1,39,36.0,1.0,40.0,800000,241,3.0,0,,1,0.0,0,1.0,2.0
7972,3,3,1,31,24.0,4.0,96.0,1480000,237,6.0,1,,1,0.0,1,1.0,1.0
7973,3,3,1,21,2.0,4.0,60.0,600000,237,6.0,1,,1,0.0,1,0.0,4.0
7974,3,3,0,21,3.0,4.0,60.0,700000,237,6.0,1,,1,0.0,1,0.0,3.0
7975,3,3,1,49,360.0,4.0,70.0,1500000,204,4.0,0,1.0,1,0.0,1,1.0,2.0
7976,3,3,1,22,,,,934594,204,7.0,0,1.0,0,,0,,
7977,3,3,0,43,180.0,6.0,70.0,934594,204,3.0,0,1.0,1,0.0,0,1.0,2.0
7978,3,3,0,24,36.0,1.0,40.0,1871000,204,7.0,0,1.0,1,1.0,0,0.0,4.0
7979,3,2,0,43,168.0,4.0,72.0,800000,217,7.0,0,3.0,1,0.0,1,1.0,1.0
7981,3,3,0,37,12.0,1.0,48.0,923333,257,6.0,1,1.0,1,1.0,0,0.0,5.0
7985,3,3,0,50,144.0,1.0,48.0,2300000,208,7.0,0,1.0,1,1.0,0,0.0,5.0
7989,3,2,0,23,2.0,1.0,40.0,1054877,380,7.0,0,1.0,1,1.0,0,0.0,5.0
7991,3,2,1,57,,,,1900000,380,6.0,1,2.0,0,,0,,
7992,3,2,0,41,6.0,1.0,30.0,763000,380,6.0,1,1.0,1,1.0,0,0.0,5.0
7993,3,2,1,19,12.0,1.0,48.0,850000,380,6.0,1,3.0,1,0.0,0,1.0,2.0
7994,3,2,1,27,5.0,4.0,84.0,900000,380,6.0,1,,1,0.0,1,1.0,1.0
7995,3,3,1,77,,,,2000000,276,6.0,1,1.0,0,,0,,
7996,3,3,1,48,53.0,4.0,48.0,5781242,276,7.0,0,1.0,1,1.0,1,0.0,5.0
7997,3,3,1,26,48.0,1.0,48.0,500000,276,6.0,1,1.0,1,0.0,0,0.0,3.0
7998,3,2,1,44,2.0,1.0,70.0,6850000,193,6.0,1,1.0,1,1.0,0,0.0,5.0
7999,3,2,0,39,48.0,1.0,40.0,927929,193,6.0,1,1.0,1,1.0,0,0.0,5.0
8001,3,2,1,24,50.0,1.0,72.0,1491544,235,6.0,1,1.0,1,1.0,0,0.0,3.0
8004,3,2,1,28,0.0,1.0,48.0,1333211,296,7.0,0,1.0,1,1.0,0,0.0,5.0
8005,3,2,0,29,1.0,1.0,63.0,570000,296,7.0,0,1.0,1,0.0,0,1.0,2.0
8006,3,2,0,52,60.0,1.0,48.0,955286,184,4.0,0,1.0,1,1.0,0,0.0,5.0
8007,3,2,1,21,,,,934594,184,7.0,0,,0,,0,,
8008,3,2,0,72,240.0,5.0,49.0,480000,184,1.0,0,3.0,1,0.0,0,1.0,2.0
8009,3,2,0,82,,,,300000,231,3.0,0,3.0,0,,0,,
8010,3,3,0,63,,,,934594,275,7.0,0,1.0,0,,0,,
8011,3,3,1,63,24.0,4.0,40.0,135000,275,6.0,1,1.0,1,1.0,1,1.0,1.0
8012,3,4,1,59,,,,1300000,275,7.0,0,1.0,0,,0,,
8013,3,4,0,73,,,,1000000,275,7.0,0,1.0,0,,0,,
8014,3,4,0,57,49.0,1.0,40.0,1561711,213,7.0,0,1.0,1,1.0,0,0.0,4.0
8015,3,4,0,61,36.0,4.0,4.0,3650000,213,7.0,0,1.0,1,1.0,1,1.0,1.0
8018,3,4,1,42,36.0,1.0,45.0,2987500,296,7.0,0,1.0,1,1.0,0,0.0,5.0
8019,3,4,0,44,24.0,1.0,40.0,8550000,296,7.0,0,1.0,1,1.0,0,0.0,5.0
8020,3,2,1,58,,,,934594,232,4.0,0,3.0,0,,0,,
8021,3,2,0,52,36.0,3.0,64.0,400000,232,6.0,1,3.0,1,0.0,0,1.0,1.0
8022,3,2,1,23,,,,934594,232,6.0,1,3.0,0,,0,,
8023,3,2,1,21,8.0,1.0,48.0,950000,232,6.0,1,1.0,1,1.0,0,1.0,2.0
8024,3,4,0,93,,,,5000000,213,7.0,0,2.0,0,,0,,
8025,3,4,0,63,,,,1300000,213,7.0,0,1.0,0,,0,,
8028,3,2,1,34,156.0,1.0,72.0,1209877,310,7.0,0,1.0,1,1.0,0,0.0,5.0
8030,3,2,0,29,24.0,4.0,30.0,1420000,217,6.0,1,3.0,1,0.0,1,1.0,1.0
8033,3,2,0,33,6.0,1.0,48.0,931119,330,4.0,0,1.0,1,1.0,0,0.0,3.0
8035,3,2,0,79,,,,934594,330,1.0,0,3.0,0,,0,,
8036,3,2,1,56,360.0,4.0,60.0,2000000,330,7.0,0,1.0,1,0.0,1,1.0,1.0
8037,3,2,0,30,72.0,1.0,45.0,1869500,217,7.0,0,1.0,1,1.0,0,0.0,5.0
8038,3,4,0,60,48.0,4.0,91.0,1200000,217,7.0,0,1.0,1,0.0,1,1.0,1.0
8039,3,4,1,24,48.0,1.0,48.0,1042718,217,7.0,0,1.0,1,1.0,0,1.0,2.0
8040,3,4,0,70,,,,934594,213,5.0,0,1.0,0,,0,,
8041,3,4,0,77,,,,1400000,213,6.0,1,1.0,0,,0,,
8042,3,4,0,87,,,,687493,242,6.0,1,1.0,0,,0,,
8043,3,4,1,59,300.0,2.0,40.0,1900000,242,7.0,0,1.0,1,1.0,0,0.0,5.0
8044,3,4,0,49,96.0,1.0,70.0,2708333,242,7.0,0,1.0,1,1.0,0,0.0,5.0
8046,3,2,0,42,12.0,4.0,48.0,550000,262,5.0,0,1.0,1,0.0,1,1.0,2.0
8047,3,2,1,48,60.0,4.0,48.0,890000,262,5.0,0,1.0,1,1.0,1,1.0,1.0
8050,3,2,0,43,6.0,1.0,45.0,890000,188,3.0,0,3.0,1,0.0,0,0.0,3.0
8053,3,2,1,29,52.0,4.0,80.0,1600000,241,7.0,0,1.0,1,1.0,1,1.0,2.0
8055,3,4,0,48,164.0,1.0,60.0,4366411,266,6.0,1,1.0,1,1.0,0,0.0,3.0
8056,3,4,1,46,13.0,1.0,60.0,1527744,266,7.0,0,1.0,1,1.0,0,0.0,5.0
8057,3,4,0,47,72.0,1.0,40.0,1950000,260,7.0,0,1.0,1,1.0,0,0.0,5.0
8058,3,4,1,61,300.0,4.0,48.0,1150000,260,7.0,0,1.0,1,0.0,1,1.0,1.0
8061,3,2,1,37,15.0,1.0,48.0,1135211,262,7.0,0,1.0,1,1.0,0,0.0,3.0
8062,3,2,0,33,12.0,1.0,16.0,280000,262,7.0,0,1.0,1,0.0,0,0.0,3.0
8064,3,4,1,49,144.0,4.0,50.0,4500000,204,7.0,0,1.0,1,1.0,1,1.0,1.0
8065,3,4,0,22,,,,934594,204,7.0,0,1.0,0,,0,,
8066,3,4,0,45,60.0,2.0,48.0,5383333,204,7.0,0,1.0,1,1.0,0,0.0,5.0
8067,3,4,1,21,,,,934594,204,7.0,0,1.0,0,,0,,
8068,3,2,1,59,204.0,4.0,24.0,300000,293,4.0,0,,1,0.0,1,1.0,1.0
8069,3,2,0,66,2.0,4.0,84.0,820000,231,1.0,0,3.0,1,0.0,1,1.0,1.0
8070,3,2,0,36,108.0,3.0,54.0,930929,246,4.0,0,1.0,1,1.0,0,1.0,1.0
8071,3,2,1,55,24.0,4.0,72.0,1000000,246,6.0,1,3.0,1,0.0,1,1.0,1.0
8075,3,3,1,33,60.0,4.0,70.0,2000000,325,6.0,1,1.0,1,0.0,1,1.0,2.0
8076,3,3,0,30,60.0,6.0,70.0,200000,325,6.0,1,1.0,1,0.0,0,1.0,2.0
8077,3,3,0,62,,,,1100000,261,7.0,0,1.0,0,,0,,
8078,3,3,1,60,288.0,2.0,48.0,4142500,261,7.0,0,1.0,1,1.0,0,0.0,5.0
8080,3,3,1,52,48.0,4.0,40.0,8700000,208,7.0,0,2.0,1,1.0,1,0.0,5.0
8081,3,3,0,47,300.0,2.0,30.0,4300000,208,7.0,0,2.0,1,1.0,0,0.0,5.0
8082,3,2,0,77,,,,720000,209,3.0,0,3.0,0,,0,,
8083,3,2,0,54,,,,934594,209,1.0,0,3.0,0,,0,,
8084,3,2,0,48,,,,934594,209,7.0,0,,0,,0,,
8085,3,2,1,56,12.0,4.0,40.0,400000,209,6.0,1,,1,0.0,1,1.0,1.0
8087,3,3,1,29,12.0,1.0,50.0,1209833,208,6.0,1,,1,0.0,0,1.0,2.0
8088,3,3,1,23,12.0,1.0,48.0,1134929,213,7.0,0,,1,0.0,0,1.0,2.0
8089,3,3,0,20,12.0,1.0,48.0,160000,213,7.0,0,1.0,1,1.0,0,0.0,5.0
8090,3,3,0,42,6.0,1.0,48.0,869453,213,3.0,0,1.0,1,1.0,0,0.0,5.0
8091,3,4,0,64,60.0,4.0,7.0,5600000,213,7.0,0,1.0,1,1.0,1,1.0,1.0
8092,3,4,0,88,,,,1500000,213,6.0,1,1.0,0,,0,,
8093,3,3,0,50,48.0,2.0,46.0,2175000,198,6.0,1,1.0,1,1.0,0,0.0,5.0
8094,3,3,0,78,,,,687492,198,3.0,0,1.0,0,,0,,
8095,3,2,0,48,120.0,4.0,40.0,360000,227,4.0,0,3.0,1,0.0,1,1.0,1.0
8096,3,2,0,23,,,,934594,227,6.0,1,3.0,0,,0,,
8097,3,3,1,53,,,,1800000,218,6.0,1,2.0,0,,0,,
8098,3,3,0,51,,,,934594,218,5.0,0,2.0,0,,0,,
8101,3,3,1,40,72.0,4.0,84.0,1000000,238,7.0,0,1.0,1,0.0,1,1.0,1.0
8103,3,3,0,40,84.0,1.0,45.0,7258333,238,7.0,0,1.0,1,1.0,0,0.0,5.0
8104,3,3,0,71,,,,934594,231,3.0,0,1.0,0,,0,,
8105,3,3,1,54,,,,934594,242,4.0,0,1.0,0,,0,,
8106,3,3,1,28,24.0,1.0,48.0,2166666,242,7.0,0,1.0,1,1.0,0,0.0,5.0
8107,3,3,0,24,7.0,1.0,48.0,1300000,242,7.0,0,1.0,1,1.0,0,0.0,4.0
8108,3,3,1,35,48.0,1.0,48.0,896119,208,6.0,1,1.0,1,1.0,0,0.0,5.0
8109,3,3,0,30,24.0,1.0,48.0,894453,208,6.0,1,1.0,1,1.0,0,0.0,5.0
8110,3,4,0,46,192.0,4.0,40.0,450000,217,7.0,0,1.0,1,0.0,1,1.0,1.0
8113,3,3,1,40,2.0,4.0,50.0,500000,321,5.0,0,,1,0.0,1,1.0,1.0
8114,3,3,0,34,,,,934594,321,6.0,1,,0,,0,,
8116,3,1,1,72,24.0,4.0,42.0,500000,293,4.0,0,3.0,1,0.0,1,1.0,1.0
8117,3,3,0,44,192.0,1.0,48.0,4833333,199,7.0,0,1.0,1,1.0,0,0.0,5.0
8118,3,3,1,46,60.0,1.0,56.0,2754877,199,7.0,0,1.0,1,1.0,0,0.0,5.0
8119,3,3,1,25,18.0,4.0,38.0,1000000,199,7.0,0,1.0,1,1.0,1,1.0,1.0
8120,4,2,1,31,0.0,1.0,48.0,100000,177,7.0,0,1.0,1,1.0,0,0.0,4.0
8121,4,2,0,36,36.0,1.0,48.0,960929,177,7.0,0,,1,0.0,0,0.0,5.0
8122,4,2,0,18,,,,934594,177,6.0,1,,0,,0,,
8124,4,3,1,55,98.0,4.0,8.0,750000,205,7.0,0,,1,0.0,1,1.0,1.0
8125,4,3,0,84,,,,1350000,205,4.0,0,1.0,0,,0,,
8126,4,2,1,56,84.0,4.0,70.0,600000,226,6.0,1,1.0,1,0.0,1,1.0,1.0
8127,4,2,1,68,,,,850000,208,4.0,0,1.0,0,,0,,
8128,4,2,1,26,4.0,1.0,70.0,1400000,208,7.0,0,1.0,1,1.0,0,0.0,4.0
8129,4,2,0,60,,,,934594,208,4.0,0,1.0,0,,0,,
8131,4,2,1,33,120.0,1.0,70.0,1916666,293,6.0,1,1.0,1,1.0,0,0.0,5.0
8132,4,2,0,27,,,,934594,293,6.0,1,1.0,0,,0,,
8133,4,2,1,26,3.0,1.0,56.0,989453,293,6.0,1,1.0,1,1.0,0,0.0,5.0
8134,4,2,1,24,3.0,1.0,72.0,800000,288,6.0,1,1.0,1,0.0,0,1.0,1.0
8136,4,2,0,36,,,,934594,288,6.0,1,1.0,0,,0,,
8138,4,2,1,44,15.0,1.0,48.0,5166666,210,6.0,1,1.0,1,1.0,0,0.0,5.0
