,mes,estrato1,sex,age,p6426,relab,hoursWorkUsual,ingtot,fweight,maxEducLevel,college,regSalud,pea,formal,cuentaPropia,microEmpresa,sizeFirm
25807,10,3,1,44,9.0,1.0,48.0,500000,235,6.0,1,,1,0.0,0,0.0,5.0
25808,10,3,0,35,6.0,1.0,48.0,800000,235,6.0,1,,1,0.0,0,0.0,3.0
25810,10,2,0,34,10.0,2.0,50.0,972551,244,7.0,0,1.0,1,1.0,0,0.0,5.0
25812,10,2,1,50,168.0,1.0,50.0,1266666,234,6.0,1,1.0,1,1.0,0,0.0,5.0
25813,10,2,0,62,,,,687492,234,5.0,0,1.0,0,,0,,
25814,10,2,0,27,1.0,1.0,48.0,1018786,234,6.0,1,1.0,1,1.0,0,0.0,5.0
25816,10,2,0,53,300.0,4.0,72.0,789600,226,7.0,0,1.0,1,1.0,1,1.0,1.0
25817,10,2,0,28,7.0,1.0,70.0,675000,226,7.0,0,3.0,1,0.0,0,0.0,3.0
25818,10,2,1,25,48.0,1.0,48.0,932743,226,6.0,1,1.0,1,1.0,0,0.0,5.0
25819,10,2,1,44,1.0,1.0,45.0,841242,226,4.0,0,1.0,1,1.0,0,0.0,5.0
25820,10,3,1,37,84.0,2.0,40.0,5933333,248,7.0,0,1.0,1,1.0,0,0.0,5.0
25821,10,3,0,31,42.0,1.0,40.0,3795833,248,7.0,0,1.0,1,1.0,0,0.0,5.0
25823,10,2,1,32,10.0,1.0,48.0,964619,253,6.0,1,1.0,1,1.0,0,0.0,5.0
25824,10,2,0,28,12.0,1.0,48.0,1120000,253,5.0,0,1.0,1,1.0,0,1.0,2.0
25826,10,2,0,50,300.0,4.0,40.0,2600000,271,6.0,1,3.0,1,0.0,1,1.0,1.0
25829,10,3,0,21,,,,934594,220,7.0,0,1.0,0,,0,,
25830,10,3,0,49,348.0,1.0,48.0,3583333,220,7.0,0,1.0,1,1.0,0,0.0,5.0
25832,10,3,1,65,48.0,4.0,48.0,600000,235,5.0,0,3.0,1,0.0,1,0.0,3.0
25833,10,3,0,61,36.0,1.0,54.0,1020000,235,5.0,0,3.0,1,0.0,0,1.0,2.0
25834,10,3,1,70,,,,220000,265,6.0,1,3.0,0,,0,,
25835,10,2,0,55,360.0,4.0,84.0,500000,239,6.0,1,1.0,1,0.0,1,1.0,1.0
25837,10,2,1,85,,,,600000,265,1.0,0,1.0,0,,0,,
25838,10,2,0,19,14.0,1.0,38.0,1366144,206,7.0,0,1.0,1,1.0,0,0.0,5.0
25839,10,2,0,34,96.0,2.0,30.0,2226644,206,7.0,0,2.0,1,1.0,0,0.0,5.0
25842,10,1,0,36,6.0,1.0,49.0,943453,284,7.0,0,1.0,1,1.0,0,0.0,5.0
25843,10,4,1,57,12.0,1.0,48.0,4000000,213,6.0,1,1.0,1,1.0,0,0.0,5.0
25844,10,4,1,23,,,,934594,213,1.0,0,1.0,0,,0,,
25845,10,4,0,52,132.0,2.0,48.0,4500000,213,7.0,0,1.0,1,1.0,0,0.0,5.0
25846,10,4,0,18,,,,934594,213,7.0,0,1.0,0,,0,,
25847,10,4,0,75,,,,984000,213,6.0,1,1.0,0,,0,,
25850,10,3,1,55,240.0,1.0,48.0,975000,224,5.0,0,1.0,1,1.0,0,0.0,4.0
25851,10,3,0,49,24.0,1.0,48.0,866666,224,6.0,1,1.0,1,1.0,0,0.0,3.0
25852,10,3,0,21,5.0,1.0,48.0,830000,224,7.0,0,1.0,1,1.0,0,0.0,3.0
25853,10,3,0,79,,,,781000,224,5.0,0,1.0,0,,0,,
25854,10,2,1,45,36.0,4.0,48.0,600000,233,4.0,0,3.0,1,0.0,1,1.0,1.0
25855,10,2,0,35,,,,934594,233,4.0,0,3.0,0,,0,,
25856,10,2,0,46,6.0,4.0,4.0,400000,195,1.0,0,3.0,1,0.0,1,1.0,2.0
25857,10,2,1,18,,,,934594,195,1.0,0,3.0,0,,0,,
25858,10,2,1,59,24.0,1.0,48.0,846325,195,4.0,0,1.0,1,1.0,0,0.0,5.0
25862,10,3,0,47,36.0,3.0,48.0,866666,235,6.0,1,1.0,1,1.0,0,1.0,1.0
25863,10,3,0,24,24.0,4.0,50.0,1100000,235,7.0,0,1.0,1,1.0,1,0.0,5.0
25864,10,3,1,23,28.0,4.0,70.0,1100000,235,7.0,0,1.0,1,1.0,1,0.0,5.0
25865,10,2,1,49,120.0,4.0,50.0,700000,180,6.0,1,3.0,1,0.0,1,1.0,1.0
25866,10,2,0,57,,,,350000,180,3.0,0,3.0,0,,0,,
25867,10,2,1,29,,,,100000,180,7.0,0,3.0,0,,0,,
25869,10,2,1,18,,,,934594,180,7.0,0,3.0,0,,0,,
25870,10,3,1,48,12.0,2.0,48.0,884166,184,7.0,0,1.0,1,1.0,0,0.0,5.0
25871,10,3,1,30,20.0,2.0,48.0,1800000,184,7.0,0,1.0,1,1.0,0,0.0,5.0
25872,10,3,0,53,,,,500000,184,7.0,0,1.0,0,,0,,
25873,10,3,0,19,,,,934594,184,7.0,0,1.0,0,,0,,
25874,10,3,1,24,2.0,4.0,66.0,700000,220,6.0,1,,1,0.0,1,1.0,1.0
25877,10,3,0,20,,,,166666,220,7.0,0,1.0,0,,0,,
25878,10,3,1,34,60.0,1.0,48.0,1841666,220,7.0,0,1.0,1,1.0,0,0.0,4.0
25879,10,3,1,75,1.0,1.0,40.0,720000,265,3.0,0,3.0,1,0.0,0,1.0,2.0
25883,10,2,0,28,24.0,1.0,48.0,700000,345,6.0,1,3.0,1,0.0,0,1.0,2.0
25884,10,3,1,32,12.0,4.0,65.0,1000000,237,7.0,0,,1,0.0,1,1.0,1.0
25885,10,3,1,39,36.0,1.0,48.0,1500000,233,6.0,1,3.0,1,0.0,0,1.0,2.0
25886,10,3,0,32,36.0,5.0,48.0,1500000,233,7.0,0,3.0,1,0.0,0,1.0,2.0
25889,10,3,1,46,48.0,4.0,48.0,3300000,291,6.0,1,1.0,1,1.0,1,0.0,5.0
25890,10,3,0,30,30.0,2.0,48.0,2062000,291,7.0,0,1.0,1,1.0,0,0.0,5.0
25891,10,3,1,36,84.0,1.0,40.0,2541667,253,7.0,0,1.0,1,1.0,0,1.0,2.0
25892,10,3,0,51,,,,1400000,178,7.0,0,1.0,0,,0,,
25894,10,3,0,20,18.0,1.0,20.0,240000,178,7.0,0,1.0,1,0.0,0,1.0,2.0
25895,10,3,0,24,1.0,1.0,32.0,800000,178,7.0,0,1.0,1,0.0,0,1.0,2.0
25898,10,2,0,25,6.0,1.0,72.0,994619,311,6.0,1,1.0,1,1.0,0,0.0,5.0
25899,10,2,1,43,200.0,4.0,72.0,2200000,311,6.0,1,1.0,1,0.0,1,1.0,1.0
25900,10,2,1,27,36.0,1.0,48.0,994619,311,6.0,1,1.0,1,1.0,0,0.0,5.0
25902,10,3,0,22,5.0,1.0,68.0,750000,220,6.0,1,3.0,1,0.0,0,1.0,2.0
25904,10,3,0,34,120.0,4.0,40.0,1000000,264,7.0,0,3.0,1,0.0,1,1.0,1.0
25905,10,5,0,70,,,,4900000,230,7.0,0,1.0,0,,0,,
25906,10,3,1,31,30.0,1.0,50.0,4012500,233,7.0,0,1.0,1,1.0,0,0.0,5.0
25907,10,3,0,26,18.0,1.0,40.0,1388211,233,7.0,0,1.0,1,1.0,0,0.0,5.0
25908,10,3,0,54,12.0,1.0,48.0,1671544,239,7.0,0,1.0,1,1.0,0,1.0,2.0
25909,10,3,0,42,2.0,4.0,40.0,440000,239,5.0,0,,1,0.0,1,1.0,1.0
25910,10,3,1,57,48.0,4.0,65.0,900000,254,6.0,1,3.0,1,0.0,1,1.0,1.0
25911,10,3,1,26,96.0,4.0,60.0,800000,254,6.0,1,3.0,1,0.0,1,1.0,1.0
25915,10,2,1,57,48.0,1.0,48.0,935244,293,5.0,0,1.0,1,1.0,0,0.0,3.0
25916,10,2,0,37,2.0,1.0,48.0,936119,293,7.0,0,1.0,1,1.0,0,0.0,5.0
25918,10,2,1,25,48.0,1.0,40.0,1235244,233,7.0,0,1.0,1,1.0,0,0.0,4.0
25919,10,2,0,26,28.0,1.0,48.0,1538211,233,7.0,0,1.0,1,1.0,0,0.0,4.0
25920,10,1,1,26,48.0,4.0,60.0,750000,233,6.0,1,3.0,1,0.0,1,1.0,1.0
25921,10,1,0,40,78.0,4.0,50.0,450000,233,6.0,1,3.0,1,0.0,1,1.0,1.0
25924,10,1,0,33,36.0,4.0,48.0,250000,225,4.0,0,3.0,1,0.0,1,1.0,1.0
25925,10,1,1,27,60.0,4.0,50.0,300000,225,5.0,0,3.0,1,0.0,1,1.0,1.0
25927,10,3,1,54,60.0,4.0,70.0,900000,237,4.0,0,1.0,1,1.0,1,1.0,1.0
25930,10,1,1,32,168.0,2.0,112.0,1813764,231,6.0,1,2.0,1,1.0,0,0.0,5.0
25931,10,1,0,31,,,,934594,231,6.0,1,2.0,0,,0,,
25932,10,1,0,43,12.0,4.0,30.0,420000,231,4.0,0,3.0,1,0.0,1,1.0,1.0
25933,10,1,0,20,,,,934594,231,5.0,0,3.0,0,,0,,
25934,10,2,1,26,36.0,1.0,48.0,846345,322,3.0,0,1.0,1,0.0,0,1.0,2.0
25935,10,2,0,29,120.0,4.0,60.0,900000,322,7.0,0,1.0,1,0.0,1,1.0,1.0
25937,10,2,0,46,,,,500000,322,4.0,0,1.0,0,,0,,
25940,10,2,1,39,18.0,4.0,48.0,1100000,322,4.0,0,1.0,1,1.0,1,1.0,1.0
25941,10,2,0,27,,,,934594,322,6.0,1,1.0,0,,0,,
25942,10,3,0,50,2.0,1.0,48.0,869453,175,6.0,1,1.0,1,1.0,0,0.0,4.0
25943,10,3,1,25,12.0,1.0,48.0,900000,175,6.0,1,,1,0.0,0,0.0,3.0
25944,10,3,0,18,,,,934594,175,6.0,1,,0,,0,,
25946,10,3,1,42,240.0,4.0,48.0,800000,175,7.0,0,3.0,1,0.0,1,1.0,1.0
25947,10,3,0,79,,,,120000,175,4.0,0,3.0,0,,0,,
25950,10,2,1,35,108.0,1.0,48.0,1610294,322,6.0,1,1.0,1,1.0,0,0.0,5.0
25951,10,2,0,40,84.0,1.0,48.0,2518333,322,7.0,0,1.0,1,1.0,0,0.0,4.0
25952,10,2,1,61,,,,1400000,248,3.0,0,1.0,0,,0,,
25953,10,2,0,54,,,,934594,248,5.0,0,1.0,0,,0,,
25954,10,2,1,30,36.0,1.0,48.0,1019908,248,7.0,0,1.0,1,1.0,0,0.0,5.0
25957,10,3,0,39,9.0,1.0,50.0,2503500,197,7.0,0,1.0,1,1.0,0,0.0,5.0
25958,10,3,0,19,6.0,4.0,20.0,210000,197,7.0,0,1.0,1,0.0,1,1.0,1.0
25960,10,3,0,69,,,,687492,197,5.0,0,1.0,0,,0,,
25961,10,3,1,66,,,,3400000,246,7.0,0,2.0,0,,0,,
25962,10,3,0,62,,,,1800000,246,7.0,0,2.0,0,,0,,
25963,10,4,1,60,,,,2000000,260,6.0,1,1.0,0,,0,,
25967,10,3,0,37,132.0,1.0,40.0,8650000,343,7.0,0,1.0,1,1.0,0,0.0,5.0
25968,10,3,1,42,120.0,1.0,40.0,4333333,343,7.0,0,1.0,1,1.0,0,0.0,5.0
25969,10,3,0,49,,,,934594,258,6.0,1,1.0,0,,0,,
25970,10,3,1,25,5.0,1.0,48.0,1488211,258,7.0,0,1.0,1,1.0,0,0.0,4.0
25971,10,3,1,63,240.0,4.0,70.0,2200000,258,6.0,1,1.0,1,1.0,1,1.0,1.0
25972,10,3,1,21,6.0,1.0,48.0,782000,258,7.0,0,1.0,1,1.0,0,0.0,5.0
25974,10,2,1,67,7.0,1.0,48.0,992743,292,4.0,0,1.0,1,1.0,0,0.0,5.0
25977,10,3,0,53,5.0,1.0,48.0,1188211,244,6.0,1,1.0,1,1.0,0,0.0,5.0
25978,10,4,0,88,,,,3000000,230,6.0,1,1.0,0,,0,,
25979,10,3,1,54,12.0,4.0,48.0,400000,219,4.0,0,3.0,1,0.0,1,1.0,2.0
25980,10,3,0,82,,,,934594,219,3.0,0,3.0,0,,0,,
25982,10,4,1,41,60.0,1.0,50.0,6542500,139,7.0,0,1.0,1,1.0,0,0.0,3.0
25984,10,4,0,64,,,,687492,139,4.0,0,1.0,0,,0,,
25985,10,4,0,42,60.0,1.0,55.0,3880000,139,7.0,0,1.0,1,1.0,0,0.0,5.0
25987,10,4,0,59,,,,934594,242,7.0,0,,0,,0,,
25988,10,4,0,32,24.0,4.0,45.0,5900000,242,7.0,0,1.0,1,1.0,1,0.0,5.0
25989,10,3,1,92,,,,2500000,242,7.0,0,2.0,0,,0,,
25990,10,3,0,31,12.0,3.0,40.0,1475000,242,7.0,0,1.0,1,1.0,0,1.0,1.0
25991,10,3,0,82,,,,1500000,242,5.0,0,1.0,0,,0,,
25995,10,3,0,53,1.0,3.0,16.0,250000,295,5.0,0,1.0,1,0.0,0,1.0,1.0
25996,10,3,1,57,,,,700000,295,6.0,1,1.0,0,,0,,
25997,10,3,0,31,42.0,1.0,48.0,1418211,295,7.0,0,1.0,1,1.0,0,0.0,5.0
25998,10,3,1,25,63.0,1.0,48.0,3250000,295,7.0,0,1.0,1,1.0,0,0.0,5.0
25999,10,3,0,77,,,,934594,295,4.0,0,1.0,0,,0,,
26000,10,3,0,51,48.0,4.0,18.0,400000,195,6.0,1,1.0,1,1.0,1,1.0,1.0
26001,10,3,1,53,10.0,1.0,48.0,1902004,195,7.0,0,1.0,1,1.0,0,0.0,4.0
26002,10,3,0,23,3.0,1.0,50.0,781242,195,7.0,0,1.0,1,0.0,0,0.0,5.0
26005,10,4,0,41,24.0,1.0,40.0,10000000,322,7.0,0,1.0,1,1.0,0,0.0,5.0
26006,10,4,1,36,18.0,1.0,40.0,5533333,322,7.0,0,1.0,1,1.0,0,0.0,5.0
26007,10,3,0,26,2.0,1.0,48.0,888211,223,7.0,0,1.0,1,1.0,0,0.0,5.0
26008,10,3,0,53,,,,934594,223,6.0,1,1.0,0,,0,,
26009,10,3,0,51,,,,934594,223,6.0,1,1.0,0,,0,,
26010,10,3,1,28,24.0,4.0,20.0,3000000,223,7.0,0,1.0,1,1.0,1,0.0,3.0
26013,10,3,0,31,6.0,1.0,48.0,992744,311,6.0,1,1.0,1,1.0,0,0.0,3.0
26014,10,3,1,35,24.0,3.0,35.0,100000,311,3.0,0,,1,0.0,0,1.0,1.0
26015,10,3,1,30,94.0,1.0,48.0,1809877,311,5.0,0,1.0,1,1.0,0,0.0,5.0
26016,10,3,0,47,16.0,3.0,48.0,866666,189,5.0,0,1.0,1,1.0,0,1.0,1.0
26017,10,3,1,87,,,,41666,189,3.0,0,1.0,0,,0,,
26019,10,3,0,46,156.0,1.0,48.0,3250000,189,7.0,0,1.0,1,1.0,0,0.0,5.0
26020,10,3,0,75,,,,934594,189,5.0,0,1.0,0,,0,,
26021,10,3,1,47,120.0,5.0,70.0,3000000,189,7.0,0,1.0,1,1.0,0,1.0,2.0
26022,10,4,0,52,6.0,1.0,8.0,1000000,215,7.0,0,,1,0.0,0,1.0,2.0
26024,10,4,0,21,3.0,1.0,60.0,1300000,215,7.0,0,1.0,1,1.0,0,0.0,5.0
26025,10,2,1,24,4.0,4.0,15.0,934594,247,7.0,0,,1,0.0,1,1.0,1.0
26026,10,2,1,26,36.0,1.0,48.0,1237500,247,6.0,1,1.0,1,1.0,0,0.0,5.0
26027,10,2,0,47,60.0,4.0,40.0,250000,233,7.0,0,2.0,1,0.0,1,1.0,1.0
26028,10,2,1,51,72.0,5.0,40.0,4400000,233,7.0,0,2.0,1,1.0,0,1.0,2.0
26029,10,4,0,62,120.0,1.0,48.0,4810667,181,7.0,0,1.0,1,1.0,0,0.0,5.0
26030,10,4,1,50,3.0,4.0,15.0,6000000,181,7.0,0,1.0,1,1.0,1,1.0,1.0
26031,10,4,0,18,,,,934594,181,7.0,0,1.0,0,,0,,
26032,10,2,1,58,208.0,4.0,70.0,1500000,246,3.0,0,3.0,1,0.0,1,1.0,2.0
26033,10,2,0,59,208.0,6.0,60.0,934594,246,4.0,0,3.0,1,0.0,0,1.0,2.0
26034,10,3,1,56,240.0,1.0,60.0,4075000,231,7.0,0,1.0,1,1.0,0,0.0,5.0
26035,10,3,0,28,8.0,4.0,55.0,4100000,231,7.0,0,1.0,1,1.0,1,0.0,5.0
26036,10,3,1,26,2.0,4.0,50.0,3300000,231,7.0,0,1.0,1,1.0,1,0.0,5.0
26037,10,3,0,58,,,,934594,231,6.0,1,1.0,0,,0,,
26039,10,3,0,37,120.0,4.0,48.0,1500000,245,7.0,0,1.0,1,1.0,1,0.0,5.0
26040,10,3,1,20,,,,934594,245,7.0,0,1.0,0,,0,,
26041,10,3,1,33,84.0,1.0,52.0,3435000,245,7.0,0,1.0,1,1.0,0,0.0,5.0
26042,10,3,0,18,,,,934594,245,7.0,0,1.0,0,,0,,
26044,10,4,1,69,,,,3500000,296,7.0,0,2.0,0,,0,,
26045,10,4,0,54,240.0,1.0,40.0,2933333,296,7.0,0,1.0,1,1.0,0,0.0,5.0
26048,10,4,0,50,108.0,3.0,48.0,1281242,296,1.0,0,1.0,1,1.0,0,1.0,1.0
26049,10,4,1,61,,,,3000000,231,7.0,0,2.0,0,,0,,
26050,10,4,1,28,60.0,4.0,50.0,1200000,231,7.0,0,1.0,1,1.0,1,1.0,1.0
26051,10,4,0,32,12.0,4.0,30.0,3000000,231,7.0,0,1.0,1,1.0,1,1.0,1.0
26052,10,4,0,60,,,,934594,231,7.0,0,1.0,0,,0,,
26053,10,2,0,50,,,,934594,225,6.0,1,,0,,0,,
26054,10,2,1,24,,,,934594,225,7.0,0,,0,,0,,
26057,10,2,1,53,,,,934594,225,1.0,0,,0,,0,,
26058,10,2,0,63,,,,687492,208,7.0,0,1.0,0,,0,,
26059,10,2,1,27,,,,934594,208,6.0,1,1.0,0,,0,,
26060,10,2,1,52,240.0,4.0,54.0,1200000,208,6.0,1,1.0,1,0.0,1,1.0,1.0
26061,10,3,1,37,10.0,4.0,48.0,1000000,243,7.0,0,1.0,1,0.0,1,1.0,2.0
26062,10,3,1,30,2.0,4.0,48.0,1000000,243,6.0,1,1.0,1,0.0,1,1.0,2.0
26063,10,3,1,60,,,,934594,243,7.0,0,1.0,0,,0,,
26064,10,2,0,55,,,,934594,263,4.0,0,1.0,0,,0,,
26066,10,2,1,61,42.0,1.0,60.0,1579877,263,6.0,1,1.0,1,1.0,0,1.0,2.0
26067,10,2,0,24,10.0,4.0,40.0,2789000,263,7.0,0,1.0,1,1.0,1,0.0,5.0
26068,10,2,0,30,96.0,2.0,40.0,3115333,263,7.0,0,1.0,1,1.0,0,0.0,5.0
26069,10,2,1,27,72.0,4.0,40.0,3150000,263,7.0,0,1.0,1,1.0,1,0.0,5.0
26070,10,2,0,55,,,,887492,192,6.0,1,1.0,0,,0,,
26071,10,2,0,18,,,,934594,192,7.0,0,1.0,0,,0,,
26072,10,3,0,39,3.0,4.0,60.0,5000000,214,7.0,0,1.0,1,1.0,1,0.0,5.0
26073,10,3,0,77,,,,3500000,214,5.0,0,1.0,0,,0,,
26074,10,3,1,39,12.0,4.0,79.0,1400000,214,7.0,0,1.0,1,1.0,1,1.0,1.0
26075,10,2,1,38,48.0,1.0,50.0,934556,302,6.0,1,1.0,1,1.0,0,0.0,4.0
26077,10,2,0,29,96.0,1.0,48.0,996556,302,6.0,1,1.0,1,1.0,0,1.0,2.0
26078,10,4,0,48,17.0,2.0,30.0,2961166,253,7.0,0,2.0,1,1.0,0,0.0,5.0
26079,10,4,1,50,60.0,2.0,30.0,2125000,253,7.0,0,2.0,1,1.0,0,0.0,5.0
26081,10,4,1,64,480.0,5.0,50.0,2800000,265,7.0,0,1.0,1,1.0,0,0.0,3.0
26084,10,2,0,28,16.0,2.0,44.0,1587000,322,7.0,0,1.0,1,1.0,0,0.0,5.0
26086,10,5,0,48,,,,934594,233,5.0,0,3.0,0,,0,,
26087,10,5,1,48,60.0,1.0,60.0,1994575,233,6.0,1,1.0,1,1.0,0,1.0,2.0
26088,10,4,0,22,2.0,4.0,48.0,500000,183,7.0,0,,1,0.0,1,0.0,3.0
26089,10,4,1,22,1.0,4.0,48.0,1900000,183,7.0,0,,1,0.0,1,1.0,2.0
26090,10,4,0,19,0.0,1.0,48.0,883333,183,7.0,0,,1,0.0,0,1.0,2.0
26091,10,4,0,18,,,,532500,211,7.0,0,1.0,0,,0,,
26092,10,4,1,19,,,,1166666,258,7.0,0,1.0,0,,0,,
26093,10,1,1,32,73.0,1.0,48.0,2708333,219,7.0,0,1.0,1,1.0,0,0.0,5.0
26094,10,1,0,55,36.0,4.0,56.0,600000,219,5.0,0,1.0,1,0.0,1,1.0,2.0
26095,10,3,0,81,,,,1000000,200,7.0,0,2.0,0,,0,,
26096,10,3,0,61,312.0,2.0,30.0,10183333,200,7.0,0,1.0,1,1.0,0,0.0,5.0
26097,10,3,1,27,8.0,1.0,48.0,921119,200,7.0,0,1.0,1,1.0,0,0.0,5.0
26098,10,5,0,34,108.0,1.0,40.0,489500,253,7.0,0,1.0,1,1.0,0,1.0,2.0
26100,10,5,1,36,108.0,1.0,112.0,1327833,253,4.0,0,1.0,1,1.0,0,1.0,2.0
26102,10,2,1,73,,,,687492,339,4.0,0,1.0,0,,0,,
26103,10,2,0,37,36.0,1.0,48.0,1388211,339,6.0,1,1.0,1,1.0,0,0.0,5.0
26105,10,2,0,35,36.0,4.0,70.0,400000,283,5.0,0,3.0,1,0.0,1,1.0,1.0
26108,10,2,1,41,36.0,1.0,72.0,962666,283,3.0,0,3.0,1,0.0,0,1.0,2.0
26114,10,2,1,61,300.0,4.0,42.0,300000,246,1.0,0,3.0,1,0.0,1,1.0,1.0
26115,10,2,0,58,,,,500000,246,3.0,0,3.0,0,,0,,
26116,10,3,0,59,,,,6000000,309,6.0,1,1.0,0,,0,,
26118,10,3,0,27,3.0,1.0,45.0,869453,309,7.0,0,1.0,1,1.0,0,0.0,5.0
26120,10,3,0,35,12.0,5.0,54.0,1333333,309,7.0,0,1.0,1,1.0,0,1.0,2.0
26121,10,3,1,36,42.0,1.0,48.0,3180000,193,7.0,0,1.0,1,1.0,0,0.0,5.0
26122,10,3,1,62,96.0,2.0,48.0,3020833,193,7.0,0,2.0,1,1.0,0,0.0,5.0
26124,10,3,0,36,108.0,4.0,42.0,700000,193,6.0,1,1.0,1,0.0,1,1.0,1.0
26125,10,3,0,61,,,,3000000,193,7.0,0,2.0,0,,0,,
26126,10,2,0,69,,,,1070000,235,4.0,0,1.0,0,,0,,
26128,10,2,1,75,,,,687492,235,3.0,0,1.0,0,,0,,
26130,10,3,1,59,384.0,1.0,48.0,4226666,300,6.0,1,1.0,1,1.0,0,0.0,5.0
26131,10,3,0,60,,,,934594,300,6.0,1,1.0,0,,0,,
26132,10,3,1,35,7.0,1.0,48.0,2281000,300,7.0,0,1.0,1,1.0,0,0.0,5.0
26136,10,3,0,34,120.0,5.0,30.0,2000000,215,7.0,0,,1,0.0,0,1.0,2.0
26137,10,3,0,64,,,,1200000,219,5.0,0,1.0,0,,0,,
26138,10,3,1,39,120.0,4.0,55.0,900000,219,7.0,0,1.0,1,0.0,1,1.0,2.0
26139,10,2,1,26,24.0,4.0,48.0,600000,233,6.0,1,1.0,1,0.0,1,1.0,1.0
26140,10,2,0,35,10.0,4.0,50.0,3000000,233,7.0,0,1.0,1,1.0,1,0.0,5.0
26142,10,2,0,24,,,,934594,223,7.0,0,3.0,0,,0,,
26143,10,2,1,62,240.0,4.0,35.0,1200000,223,5.0,0,3.0,1,0.0,1,1.0,1.0
26144,10,3,1,55,360.0,4.0,72.0,800000,246,7.0,0,1.0,1,0.0,1,1.0,1.0
26145,10,3,0,69,,,,934594,246,7.0,0,1.0,0,,0,,
26146,10,2,0,45,1.0,4.0,24.0,500000,225,6.0,1,3.0,1,0.0,1,1.0,2.0
26148,10,2,1,51,12.0,4.0,48.0,600000,225,4.0,0,,1,0.0,1,1.0,2.0
26150,10,2,0,24,2.0,1.0,60.0,899453,225,6.0,1,1.0,1,1.0,0,1.0,2.0
26152,10,2,0,32,11.0,1.0,48.0,2166666,322,7.0,0,1.0,1,1.0,0,0.0,5.0
26153,10,2,1,34,60.0,1.0,65.0,1929877,322,7.0,0,1.0,1,1.0,0,0.0,4.0
26155,10,3,0,59,72.0,4.0,25.0,1100000,230,4.0,0,1.0,1,0.0,1,1.0,1.0
26156,10,2,1,38,60.0,4.0,35.0,1000000,215,3.0,0,3.0,1,0.0,1,1.0,1.0
26157,10,2,0,47,21.0,1.0,48.0,979453,215,5.0,0,1.0,1,1.0,0,0.0,4.0
26160,10,3,0,62,504.0,1.0,50.0,3963033,230,7.0,0,1.0,1,1.0,0,0.0,4.0
26161,10,3,1,49,110.0,4.0,48.0,4000000,237,7.0,0,1.0,1,1.0,1,0.0,5.0
26162,10,3,0,55,156.0,1.0,48.0,1580711,218,6.0,1,1.0,1,1.0,0,0.0,5.0
26163,10,3,0,20,5.0,1.0,35.0,911449,218,5.0,0,1.0,1,0.0,0,0.0,4.0
26164,10,3,1,58,36.0,4.0,48.0,300000,218,7.0,0,1.0,1,0.0,1,1.0,1.0
26166,10,3,0,59,,,,3200000,235,7.0,0,2.0,0,,0,,
26167,10,3,0,53,114.0,1.0,55.0,4799666,235,7.0,0,1.0,1,1.0,0,0.0,5.0
26168,10,3,1,23,1.0,4.0,12.0,120000,235,7.0,0,1.0,1,0.0,1,1.0,1.0
26169,10,3,1,20,,,,934594,235,7.0,0,1.0,0,,0,,
26170,10,3,0,18,,,,934594,235,7.0,0,1.0,0,,0,,
26172,10,3,0,28,24.0,1.0,48.0,995244,293,6.0,1,1.0,1,1.0,0,0.0,4.0
26175,10,3,0,62,,,,2500000,262,7.0,0,1.0,0,,0,,
26176,10,3,1,41,60.0,4.0,40.0,1200000,233,7.0,0,1.0,1,0.0,1,1.0,1.0
26177,10,3,0,38,8.0,4.0,25.0,1500000,233,7.0,0,1.0,1,1.0,1,0.0,4.0
26178,10,3,1,50,216.0,1.0,60.0,1156544,223,7.0,0,1.0,1,1.0,0,0.0,4.0
26179,10,3,0,18,,,,934594,223,7.0,0,1.0,0,,0,,
26180,10,3,0,46,,,,934594,223,7.0,0,1.0,0,,0,,
26181,10,3,1,32,4.0,1.0,70.0,1800000,237,7.0,0,1.0,1,1.0,0,0.0,5.0
26182,10,3,0,31,5.0,4.0,27.0,1800000,244,7.0,0,,1,0.0,1,1.0,1.0
26183,10,3,1,49,36.0,4.0,60.0,2200000,215,6.0,1,1.0,1,0.0,1,1.0,1.0
26185,10,3,0,48,240.0,1.0,36.0,1145333,215,6.0,1,1.0,1,1.0,0,0.0,5.0
26186,10,3,0,18,,,,934594,215,7.0,0,1.0,0,,0,,
26188,10,3,1,46,60.0,1.0,40.0,3250000,368,7.0,0,1.0,1,1.0,0,0.0,5.0
26189,10,3,0,38,,,,934594,368,7.0,0,1.0,0,,0,,
26191,10,3,1,61,240.0,4.0,40.0,1000000,281,7.0,0,1.0,1,0.0,1,1.0,1.0
26192,10,3,0,58,132.0,1.0,48.0,1750703,281,7.0,0,1.0,1,1.0,0,0.0,4.0
26193,10,3,1,97,,,,934594,227,4.0,0,1.0,0,,0,,
26194,10,3,0,57,,,,75000,227,3.0,0,1.0,0,,0,,
26195,10,3,0,62,,,,1086241,227,6.0,1,1.0,0,,0,,
26198,10,3,1,37,36.0,1.0,70.0,1706000,331,6.0,1,1.0,1,1.0,0,0.0,5.0
26199,10,3,0,36,,,,934594,331,6.0,1,1.0,0,,0,,
26201,10,1,0,69,,,,210000,214,1.0,0,3.0,0,,0,,
26202,10,1,0,44,30.0,1.0,78.0,1193333,214,4.0,0,1.0,1,1.0,0,1.0,2.0
26203,10,1,1,41,1.0,4.0,54.0,1000000,214,4.0,0,1.0,1,1.0,1,1.0,1.0
